Country,WeekEnding,AgeBand,AgeBandQF,Admissions,AdmissionsQF
S92000003,20211121,80+,"",59,""
S92000003,20211128,80+,"",34,""
S92000003,20211205,80+,"",52,""
S92000003,20211212,80+,"",39,""
S92000003,20211219,80+,"",29,""
S92000003,20211226,80+,"",71,""
S92000003,20220102,80+,"",156,""
S92000003,20220109,80+,"",156,""
S92000003,20220116,80+,"",119,""
S92000003,20220123,80+,"",113,""
S92000003,20220130,80+,"",88,""
S92000003,20220206,80+,"",74,""
S92000003,20220213,80+,"",82,""
S92000003,20220220,80+,"",105,""
S92000003,20220227,80+,"",155,""
S92000003,20220306,80+,"",144,""
S92000003,20220313,80+,"",204,""
S92000003,20220320,80+,"",238,""
S92000003,20220327,80+,"",197,""
S92000003,20220403,80+,"",256,""
S92000003,20220410,80+,"",219,""
S92000003,20220417,80+,"",151,""
S92000003,20220424,80+,"",135,""
S92000003,20220501,80+,"",115,""
S92000003,20220508,80+,"",83,""
S92000003,20220515,80+,"",85,""
S92000003,20220522,80+,"",61,""
S92000003,20220529,80+,"",61,""
S92000003,20220605,80+,"",63,""
S92000003,20220612,80+,"",123,""
S92000003,20220619,80+,"",157,""
S92000003,20220626,80+,"",201,""
S92000003,20220703,80+,"",210,""
S92000003,20220710,80+,"",240,""
S92000003,20220717,80+,"",185,""
S92000003,20220724,80+,"",166,""
S92000003,20220731,80+,"",118,""
S92000003,20220807,80+,"",83,""
S92000003,20220814,80+,"",79,""
S92000003,20220821,80+,"",70,""
S92000003,20220828,80+,"",69,""
S92000003,20220904,80+,"",85,""
S92000003,20220911,80+,"",89,""
S92000003,20220918,80+,"",84,""
S92000003,20220925,80+,"",68,""
S92000003,20221002,80+,"",71,""
S92000003,20221009,80+,"",79,""
S92000003,20221016,80+,"",89,""
S92000003,20200301,Total,"","",c
S92000003,20200308,Total,"",12,""
S92000003,20200315,Total,"",57,""
S92000003,20200322,Total,"",209,""
S92000003,20200329,Total,"",718,""
S92000003,20200405,Total,"",1069,""
S92000003,20200412,Total,"",765,""
S92000003,20200419,Total,"",507,""
S92000003,20200426,Total,"",339,""
S92000003,20200503,Total,"",282,""
S92000003,20200510,Total,"",194,""
S92000003,20200517,Total,"",139,""
S92000003,20200524,Total,"",80,""
S92000003,20200531,Total,"",46,""
S92000003,20200607,Total,"",29,""
S92000003,20200614,Total,"",22,""
S92000003,20200621,Total,"",15,""
S92000003,20200628,Total,"",11,""
S92000003,20200705,Total,"",5,""
S92000003,20200712,Total,"",6,""
S92000003,20200719,Total,"","",c
S92000003,20200726,Total,"","",c
S92000003,20200802,Total,"","",c
S92000003,20200809,Total,"","",c
S92000003,20200816,Total,"",11,""
S92000003,20200823,Total,"",12,""
S92000003,20200830,Total,"",18,""
S92000003,20200906,Total,"",19,""
S92000003,20200913,Total,"",37,""
S92000003,20200920,Total,"",62,""
S92000003,20200927,Total,"",113,""
S92000003,20201004,Total,"",189,""
S92000003,20201011,Total,"",351,""
S92000003,20201018,Total,"",527,""
S92000003,20201025,Total,"",644,""
S92000003,20201101,Total,"",611,""
S92000003,20201108,Total,"",474,""
S92000003,20201115,Total,"",478,""
S92000003,20201122,Total,"",452,""
S92000003,20201129,Total,"",377,""
S92000003,20201206,Total,"",327,""
S92000003,20201213,Total,"",343,""
S92000003,20201220,Total,"",394,""
S92000003,20201227,Total,"",418,""
S92000003,20210103,Total,"",720,""
S92000003,20210110,Total,"",950,""
S92000003,20210117,Total,"",993,""
S92000003,20210124,Total,"",857,""
S92000003,20210131,Total,"",713,""
S92000003,20210207,Total,"",563,""
S92000003,20210214,Total,"",465,""
S92000003,20210221,Total,"",437,""
S92000003,20210228,Total,"",340,""
S92000003,20210307,Total,"",246,""
S92000003,20210314,Total,"",186,""
S92000003,20210321,Total,"",160,""
S92000003,20210328,Total,"",148,""
S92000003,20210404,Total,"",119,""
S92000003,20210411,Total,"",106,""
S92000003,20210418,Total,"",67,""
S92000003,20210425,Total,"",63,""
S92000003,20210502,Total,"",53,""
S92000003,20210509,Total,"",58,""
S92000003,20210516,Total,"",57,""
S92000003,20210523,Total,"",107,""
S92000003,20210530,Total,"",106,""
S92000003,20210606,Total,"",144,""
S92000003,20210613,Total,"",150,""
S92000003,20210620,Total,"",186,""
S92000003,20210627,Total,"",223,""
S92000003,20210704,Total,"",366,""
S92000003,20210711,Total,"",508,""
S92000003,20210718,Total,"",448,""
S92000003,20210725,Total,"",351,""
S92000003,20210801,Total,"",277,""
S92000003,20210808,Total,"",248,""
S92000003,20210815,Total,"",219,""
S92000003,20210822,Total,"",265,""
S92000003,20210829,Total,"",510,""
S92000003,20210905,Total,"",713,""
S92000003,20210912,Total,"",925,""
S92000003,20210919,Total,"",817,""
S92000003,20210926,Total,"",608,""
S92000003,20211003,Total,"",532,""
S92000003,20211010,Total,"",539,""
S92000003,20211017,Total,"",460,""
S92000003,20211024,Total,"",563,""
S92000003,20211031,Total,"",554,""
S92000003,20211107,Total,"",498,""
S92000003,20211114,Total,"",474,""
S92000003,20211121,Total,"",383,""
S92000003,20211128,Total,"",364,""
S92000003,20211205,Total,"",327,""
S92000003,20211212,Total,"",354,""
S92000003,20211219,Total,"",320,""
S92000003,20211226,Total,"",417,""
S92000003,20220102,Total,"",752,""
S92000003,20220109,Total,"",764,""
S92000003,20220116,Total,"",662,""
S92000003,20220123,Total,"",557,""
S92000003,20220130,Total,"",454,""
S92000003,20220206,Total,"",434,""
S92000003,20220213,Total,"",419,""
S92000003,20220220,Total,"",484,""
S92000003,20220227,Total,"",588,""
S92000003,20220306,Total,"",609,""
S92000003,20220313,Total,"",805,""
S92000003,20220320,Total,"",930,""
S92000003,20220327,Total,"",896,""
S92000003,20220403,Total,"",858,""
S92000003,20220410,Total,"",716,""
S92000003,20220417,Total,"",567,""
S92000003,20220424,Total,"",448,""
S92000003,20220501,Total,"",363,""
S92000003,20220508,Total,"",286,""
S92000003,20220515,Total,"",299,""
S92000003,20220522,Total,"",217,""
S92000003,20220529,Total,"",265,""
S92000003,20220605,Total,"",298,""
S92000003,20220612,Total,"",426,""
S92000003,20220619,Total,"",506,""
S92000003,20220626,Total,"",734,""
S92000003,20220703,Total,"",782,""
S92000003,20220710,Total,"",777,""
S92000003,20220717,Total,"",693,""
S92000003,20220724,Total,"",605,""
S92000003,20220731,Total,"",450,""
S92000003,20220807,Total,"",344,""
S92000003,20220814,Total,"",302,""
S92000003,20220821,Total,"",247,""
S92000003,20220828,Total,"",257,""
S92000003,20220904,Total,"",273,""
S92000003,20220911,Total,"",281,""
S92000003,20220918,Total,"",258,""
S92000003,20220925,Total,"",237,""
S92000003,20221002,Total,"",211,""
S92000003,20221009,Total,"",242,""
S92000003,20221016,Total,"",236,""
