WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,SASIncidents,Average20182019,PercentVariation
20220109,S08000029,"",All ages,d,All,d,800,974.5,-17.9
20220109,S08000029,"",All ages,d,Female,"",421,475.5,-11.5
20220109,S08000029,"",All ages,d,Male,"",341,441,-22.7
20220109,S08000030,"",Under 5,"",All,d,32,29,10.3
20220109,S08000030,"",15 - 44,"",All,d,226,206.5,9.4
20220109,S08000030,"",45 - 64,"",All,d,192,198.5,-3.3
20220109,S08000030,"",65 - 74,"",All,d,147,157,-6.4
20220109,S08000030,"",75 - 84,"",All,d,173,199.5,-13.3
20220109,S08000030,"",85 and over,"",All,d,134,175,-23.4
20220109,S08000030,"",All ages,d,All,d,939,1017.5,-7.7
20220109,S08000030,"",All ages,d,Female,"",441,486.5,-9.4
20220109,S08000030,"",All ages,d,Male,"",443,456.5,-3
20220109,S08000031,"",Under 5,"",All,d,77,81,-4.9
20220109,S08000031,"",5 - 14,"",All,d,26,41.5,-37.3
20220109,S08000031,"",15 - 44,"",All,d,489,600.5,-18.6
20220109,S08000031,"",45 - 64,"",All,d,608,668,-9
20220109,S08000031,"",65 - 74,"",All,d,346,430,-19.5
20220109,S08000031,"",75 - 84,"",All,d,377,544,-30.7
20220109,S08000031,"",85 and over,"",All,d,276,398.5,-30.7
20220109,S08000031,"",All ages,d,All,d,2320,2962,-21.7
20220109,S08000031,"",All ages,d,Female,"",1080,1390.5,-22.3
20220109,S08000031,"",All ages,d,Male,"",1066,1268.5,-16
20220109,S08000032,"",Under 5,"",All,d,42,51,-17.6
20220109,S08000032,"",5 - 14,"",All,d,15,10.5,42.9
20220109,S08000032,"",15 - 44,"",All,d,236,296,-20.3
20220109,S08000032,"",45 - 64,"",All,d,295,352,-16.2
20220109,S08000032,"",65 - 74,"",All,d,200,269.5,-25.8
20220109,S08000032,"",75 - 84,"",All,d,257,320,-19.7
20220109,S08000032,"",85 and over,"",All,d,127,214,-40.7
20220109,S08000032,"",All ages,d,All,d,1211,1582,-23.5
20220109,S08000032,"",All ages,d,Female,"",622,779,-20.2
20220109,S08000032,"",All ages,d,Male,"",527,693,-24
20220109,S92000003,d,Under 5,"",All,d,358,390.5,-8.3
20220109,S92000003,d,5 - 14,"",All,d,113,158.5,-28.7
20220109,S92000003,d,15 - 44,"",All,d,2271,2689.5,-15.6
20220109,S92000003,d,45 - 64,"",All,d,2522,2869.5,-12.1
20220109,S92000003,d,65 - 74,"",All,d,1694,2054.5,-17.5
20220109,S92000003,d,75 - 84,"",All,d,2043,2504.5,-18.4
20220109,S92000003,d,85 and over,"",All,d,1526,1902.5,-19.8
20220109,S92000003,d,All ages,d,All,d,10929,13281,-17.7
20220109,S92000003,d,All ages,d,Female,"",5230,6274,-16.6
20220109,S92000003,d,All ages,d,Male,"",5025,5806.5,-13.5
20220116,S08000015,"",Under 5,"",All,d,23,25.5,-9.8
20220116,S08000015,"",5 - 14,"",All,d,12,12,0
20220116,S08000015,"",15 - 44,"",All,d,119,196,-39.3
20220116,S08000015,"",45 - 64,"",All,d,198,229.5,-13.7
20220116,S08000015,"",65 - 74,"",All,d,127,192,-33.9
20220116,S08000015,"",75 - 84,"",All,d,173,230,-24.8
20220116,S08000015,"",85 and over,"",All,d,136,138.5,-1.8
20220116,S08000015,"",All ages,d,All,d,807,1064,-24.2
20220116,S08000015,"",All ages,d,Female,"",395,537.5,-26.5
20220116,S08000015,"",All ages,d,Male,"",375,462.5,-18.9
20220116,S08000016,"",Under 5,"",All,d,5,7.5,-33.3
20220116,S08000016,"",15 - 44,"",All,d,46,45,2.2
20220116,S08000016,"",45 - 64,"",All,d,41,55.5,-26.1
20220116,S08000016,"",65 - 74,"",All,d,53,54,-1.9
20220116,S08000016,"",75 - 84,"",All,d,58,67.5,-14.1
20220116,S08000016,"",85 and over,"",All,d,61,59.5,2.5
20220116,S08000016,"",All ages,d,All,d,275,299.5,-8.2
20220116,S08000016,"",All ages,d,Female,"",147,146.5,0.3
20220116,S08000016,"",All ages,d,Male,"",116,136.5,-15
20220116,S08000017,"",Under 5,"",All,d,14,9,55.6
20220116,S08000017,"",5 - 14,"",All,d,7,3.5,100
20220116,S08000017,"",15 - 44,"",All,d,63,62,1.6
20220116,S08000017,"",45 - 64,"",All,d,70,60.5,15.7
20220116,S08000017,"",65 - 74,"",All,d,65,75.5,-13.9
20220116,S08000017,"",75 - 84,"",All,d,98,97.5,0.5
20220116,S08000017,"",85 and over,"",All,d,78,72,8.3
20220116,S08000017,"",All ages,d,All,d,400,393,1.8
20220116,S08000017,"",All ages,d,Female,"",181,182.5,-0.8
20220116,S08000017,"",All ages,d,Male,"",207,182.5,13.4
20220116,S08000019,"",Under 5,"",All,d,16,18,-11.1
20220116,S08000019,"",5 - 14,"",All,d,7,14,-50
20220116,S08000019,"",15 - 44,"",All,d,116,114.5,1.3
20220116,S08000019,"",45 - 64,"",All,d,169,127,33.1
20220116,S08000019,"",65 - 74,"",All,d,69,89,-22.5
20220116,S08000019,"",75 - 84,"",All,d,96,132.5,-27.5
20220116,S08000019,"",85 and over,"",All,d,75,93,-19.4
20220116,S08000019,"",All ages,d,All,d,560,619.5,-9.6
20220116,S08000019,"",All ages,d,Female,"",272,291,-6.5
20220116,S08000019,"",All ages,d,Male,"",264,275.5,-4.2
20220116,S08000020,"",Under 5,"",All,d,45,36,25
20220116,S08000020,"",5 - 14,"",All,d,24,22,9.1
20220116,S08000020,"",15 - 44,"",All,d,233,233.5,-0.2
20220116,S08000020,"",45 - 64,"",All,d,254,239,6.3
20220116,S08000020,"",65 - 74,"",All,d,205,168.5,21.7
20220116,S08000020,"",75 - 84,"",All,d,196,238.5,-17.8
20220116,S08000020,"",85 and over,"",All,d,151,176.5,-14.4
20220116,S08000020,"",All ages,d,All,d,1134,1164.5,-2.6
20220116,S08000020,"",All ages,d,Female,"",533,556,-4.1
20220116,S08000020,"",All ages,d,Male,"",547,519.5,5.3
20220116,S08000022,"",Under 5,"",All,d,18,22,-18.2
20220116,S08000022,"",5 - 14,"",All,d,10,8.5,17.6
20220116,S08000022,"",15 - 44,"",All,d,156,131,19.1
20220116,S08000022,"",45 - 64,"",All,d,144,151.5,-5
20220116,S08000022,"",65 - 74,"",All,d,132,122,8.2
20220116,S08000022,"",75 - 84,"",All,d,151,167,-9.6
20220116,S08000022,"",85 and over,"",All,d,123,141,-12.8
20220116,S08000022,"",All ages,d,All,d,771,791,-2.5
20220116,S08000022,"",All ages,d,Female,"",391,376,4
20220116,S08000022,"",All ages,d,Male,"",308,332.5,-7.4
20220116,S08000024,"",Under 5,"",All,d,49,75,-34.7
20220116,S08000024,"",5 - 14,"",All,d,28,22,27.3
20220116,S08000024,"",15 - 44,"",All,d,349,380,-8.2
20220116,S08000024,"",45 - 64,"",All,d,342,402,-14.9
20220116,S08000024,"",65 - 74,"",All,d,207,231.5,-10.6
20220116,S08000024,"",75 - 84,"",All,d,220,277,-20.6
20220116,S08000024,"",85 and over,"",All,d,161,226,-28.8
20220116,S08000024,"",All ages,d,All,d,1421,1701,-16.5
20220116,S08000024,"",All ages,d,Female,"",694,791,-12.3
20220116,S08000024,"",All ages,d,Male,"",619,752,-17.7
20220116,S08000025,"",15 - 44,"",All,d,7,6.5,7.7
20220116,S08000025,"",45 - 64,"",All,d,6,6,0
20220116,S08000025,"",75 - 84,"",All,d,8,9.5,-15.8
20220116,S08000025,"",85 and over,"",All,d,9,5.5,63.6
20220116,S08000025,"",All ages,d,All,d,36,39,-7.7
20220116,S08000025,"",All ages,d,Female,"",15,20.5,-26.8
20220116,S08000025,"",All ages,d,Male,"",20,16,25
20220116,S08000026,"",15 - 44,"",All,d,14,5.5,154.5
20220116,S08000026,"",45 - 64,"",All,d,15,7.5,100
20220116,S08000026,"",75 - 84,"",All,d,9,10.5,-14.3
20220116,S08000026,"",85 and over,"",All,d,10,7,42.9
20220116,S08000026,"",All ages,d,All,d,51,41,24.4
20220116,S08000026,"",All ages,d,Female,"",24,20.5,17.1
20220116,S08000026,"",All ages,d,Male,"",18,16,12.5
20220116,S08000028,"",15 - 44,"",All,d,11,7,57.1
20220116,S08000028,"",45 - 64,"",All,d,11,14,-21.4
20220116,S08000028,"",65 - 74,"",All,d,16,15.5,3.2
20220116,S08000028,"",75 - 84,"",All,d,32,20.5,56.1
20220116,S08000028,"",85 and over,"",All,d,14,16,-12.5
20220116,S08000028,"",All ages,d,All,d,91,79.5,14.5
20220116,S08000028,"",All ages,d,Female,"",36,32,12.5
20220116,S08000028,"",All ages,d,Male,"",43,40.5,6.2
20220116,S08000029,"",Under 5,"",All,d,33,29.5,11.9
20220116,S08000029,"",5 - 14,"",All,d,11,16,-31.2
20220116,S08000029,"",15 - 44,"",All,d,163,157.5,3.5
20220116,S08000029,"",45 - 64,"",All,d,181,186.5,-2.9
20220116,S08000029,"",65 - 74,"",All,d,122,131.5,-7.2
20220116,S08000029,"",75 - 84,"",All,d,148,179,-17.3
20220116,S08000029,"",85 and over,"",All,d,117,144,-18.8
20220116,S08000029,"",All ages,d,All,d,787,874,-10
20220116,S08000029,"",All ages,d,Female,"",392,438,-10.5
20220116,S08000029,"",All ages,d,Male,"",371,383,-3.1
20220116,S08000030,"",Under 5,"",All,d,21,30,-30
20220116,S08000030,"",5 - 14,"",All,d,10,15.5,-35.5
20220116,S08000030,"",15 - 44,"",All,d,183,190,-3.7
20220116,S08000030,"",45 - 64,"",All,d,183,170,7.6
20220116,S08000030,"",65 - 74,"",All,d,129,139.5,-7.5
20220116,S08000030,"",75 - 84,"",All,d,141,181.5,-22.3
20220116,S08000030,"",85 and over,"",All,d,147,153.5,-4.2
20220116,S08000030,"",All ages,d,All,d,846,909,-6.9
20220116,S08000030,"",All ages,d,Female,"",408,439,-7.1
20220116,S08000030,"",All ages,d,Male,"",397,406.5,-2.3
20220116,S08000031,"",Under 5,"",All,d,80,77.5,3.2
20220116,S08000031,"",5 - 14,"",All,d,34,42.5,-20
20220116,S08000031,"",15 - 44,"",All,d,532,584,-8.9
20220116,S08000031,"",45 - 64,"",All,d,553,694.5,-20.4
20220116,S08000031,"",65 - 74,"",All,d,307,394.5,-22.2
20220116,S08000031,"",75 - 84,"",All,d,392,515,-23.9
20220116,S08000031,"",85 and over,"",All,d,283,359.5,-21.3
20220116,S08000031,"",All ages,d,All,d,2297,2838,-19.1
20220116,S08000031,"",All ages,d,Female,"",1085,1325.5,-18.1
20220116,S08000031,"",All ages,d,Male,"",1043,1255,-16.9
20220116,S08000032,"",Under 5,"",All,d,33,45,-26.7
20220116,S08000032,"",5 - 14,"",All,d,22,21,4.8
20220116,S08000032,"",15 - 44,"",All,d,229,297.5,-23
20220116,S08000032,"",45 - 64,"",All,d,301,347.5,-13.4
20220116,S08000032,"",65 - 74,"",All,d,215,248.5,-13.5
20220116,S08000032,"",75 - 84,"",All,d,207,304.5,-32
20220116,S08000032,"",85 and over,"",All,d,154,213.5,-27.9
20220116,S08000032,"",All ages,d,All,d,1197,1542,-22.4
20220116,S08000032,"",All ages,d,Female,"",587,751,-21.8
20220116,S08000032,"",All ages,d,Male,"",547,693.5,-21.1
20220116,S92000003,d,Under 5,"",All,d,338,382,-11.5
20220116,S92000003,d,5 - 14,"",All,d,172,183,-6
20220116,S92000003,d,15 - 44,"",All,d,2227,2419,-7.9
20220116,S92000003,d,45 - 64,"",All,d,2473,2694.5,-8.2
20220116,S92000003,d,65 - 74,"",All,d,1654,1879,-12
20220116,S92000003,d,75 - 84,"",All,d,1929,2433.5,-20.7
20220116,S92000003,d,85 and over,"",All,d,1520,1809.5,-16
20220116,S92000003,d,All ages,d,All,d,10694,12381.5,-13.6
20220116,S92000003,d,All ages,d,Female,"",5167,5919.5,-12.7
20220116,S92000003,d,All ages,d,Male,"",4882,5482.5,-11
20220123,S08000015,"",Under 5,"",All,d,33,30,10
20220123,S08000015,"",5 - 14,"",All,d,21,15,40
20220123,S08000015,"",15 - 44,"",All,d,143,196.5,-27.2
20220123,S08000015,"",45 - 64,"",All,d,167,217.5,-23.2
20220123,S08000015,"",65 - 74,"",All,d,136,157,-13.4
20220123,S08000015,"",75 - 84,"",All,d,185,214.5,-13.8
20220123,S08000015,"",85 and over,"",All,d,101,173.5,-41.8
20220123,S08000015,"",All ages,d,All,d,808,1044.5,-22.6
20220123,S08000015,"",All ages,d,Female,"",396,515.5,-23.2
20220123,S08000015,"",All ages,d,Male,"",366,458.5,-20.2
20220123,S08000016,"",Under 5,"",All,d,8,6.5,23.1
20220123,S08000016,"",5 - 14,"",All,d,6,4,50
20220123,S08000016,"",15 - 44,"",All,d,41,45,-8.9
20220123,S08000016,"",45 - 64,"",All,d,42,60.5,-30.6
20220123,S08000016,"",65 - 74,"",All,d,59,41.5,42.2
20220123,S08000016,"",75 - 84,"",All,d,61,56.5,8
20220123,S08000016,"",85 and over,"",All,d,59,49,20.4
20220123,S08000016,"",All ages,d,All,d,280,273,2.6
20220123,S08000016,"",All ages,d,Female,"",134,126.5,5.9
20220123,S08000016,"",All ages,d,Male,"",138,128,7.8
20220123,S08000017,"",Under 5,"",All,d,5,11.5,-56.5
20220123,S08000017,"",15 - 44,"",All,d,43,62.5,-31.2
20220123,S08000017,"",45 - 64,"",All,d,62,59.5,4.2
20220123,S08000017,"",65 - 74,"",All,d,52,66.5,-21.8
20220123,S08000017,"",75 - 84,"",All,d,75,86.5,-13.3
20220123,S08000017,"",85 and over,"",All,d,72,63,14.3
20220123,S08000017,"",All ages,d,All,d,317,368,-13.9
20220123,S08000017,"",All ages,d,Female,"",150,173.5,-13.5
20220123,S08000017,"",All ages,d,Male,"",159,167.5,-5.1
20220123,S08000019,"",Under 5,"",All,d,19,16.5,15.2
20220123,S08000019,"",5 - 14,"",All,d,12,15.5,-22.6
20220123,S08000019,"",15 - 44,"",All,d,155,146.5,5.8
20220123,S08000019,"",45 - 64,"",All,d,121,141,-14.2
20220123,S08000019,"",65 - 74,"",All,d,94,83,13.3
20220123,S08000019,"",75 - 84,"",All,d,108,113,-4.4
20220123,S08000019,"",85 and over,"",All,d,64,90,-28.9
20220123,S08000019,"",All ages,d,All,d,597,639.5,-6.6
20220123,S08000019,"",All ages,d,Female,"",284,288,-1.4
20220123,S08000019,"",All ages,d,Male,"",275,295,-6.8
20220123,S08000020,"",Under 5,"",All,d,50,45.5,9.9
20220123,S08000020,"",5 - 14,"",All,d,17,20.5,-17.1
20220123,S08000020,"",15 - 44,"",All,d,219,239.5,-8.6
20220123,S08000020,"",45 - 64,"",All,d,198,220,-10
20220123,S08000020,"",65 - 74,"",All,d,145,162.5,-10.8
20220123,S08000020,"",75 - 84,"",All,d,196,203,-3.4
20220123,S08000020,"",85 and over,"",All,d,148,193,-23.3
20220123,S08000020,"",All ages,d,All,d,1001,1117,-10.4
20220123,S08000020,"",All ages,d,Female,"",489,539.5,-9.4
20220123,S08000020,"",All ages,d,Male,"",458,503.5,-9
20220123,S08000022,"",Under 5,"",All,d,31,31.5,-1.6
20220123,S08000022,"",5 - 14,"",All,d,17,15.5,9.7
20220123,S08000022,"",15 - 44,"",All,d,132,137.5,-4
20220123,S08000022,"",45 - 64,"",All,d,162,173,-6.4
20220123,S08000022,"",65 - 74,"",All,d,113,140,-19.3
20220123,S08000022,"",75 - 84,"",All,d,165,158,4.4
20220123,S08000022,"",85 and over,"",All,d,95,134.5,-29.4
20220123,S08000022,"",All ages,d,All,d,755,841.5,-10.3
20220123,S08000022,"",All ages,d,Female,"",345,397,-13.1
20220123,S08000022,"",All ages,d,Male,"",348,363,-4.1
20220123,S08000024,"",Under 5,"",All,d,60,65,-7.7
20220123,S08000024,"",5 - 14,"",All,d,30,28,7.1
20220123,S08000024,"",15 - 44,"",All,d,359,417,-13.9
20220123,S08000024,"",45 - 64,"",All,d,312,351,-11.1
20220123,S08000024,"",65 - 74,"",All,d,194,222,-12.6
20220123,S08000024,"",75 - 84,"",All,d,217,278,-21.9
20220123,S08000024,"",85 and over,"",All,d,169,208,-18.8
20220123,S08000024,"",All ages,d,All,d,1408,1670,-15.7
20220123,S08000024,"",All ages,d,Female,"",651,748,-13
20220123,S08000024,"",All ages,d,Male,"",647,741,-12.7
20220123,S08000025,"",65 - 74,"",All,d,11,8,37.5
20220123,S08000025,"",75 - 84,"",All,d,11,13.5,-18.5
20220123,S08000025,"",85 and over,"",All,d,7,6.5,7.7
20220123,S08000025,"",All ages,d,All,d,37,43.5,-14.9
20220123,S08000025,"",All ages,d,Female,"",20,22,-9.1
20220123,S08000025,"",All ages,d,Male,"",16,18.5,-13.5
20220123,S08000026,"",15 - 44,"",All,d,5,8,-37.5
20220123,S08000026,"",45 - 64,"",All,d,12,13.5,-11.1
20220123,S08000026,"",75 - 84,"",All,d,9,11,-18.2
20220123,S08000026,"",85 and over,"",All,d,10,8.5,17.6
20220123,S08000026,"",All ages,d,All,d,38,52,-26.9
20220123,S08000026,"",All ages,d,Female,"",16,22,-27.3
20220123,S08000026,"",All ages,d,Male,"",18,23.5,-23.4
20220123,S08000028,"",45 - 64,"",All,d,15,18.5,-18.9
20220123,S08000028,"",65 - 74,"",All,d,14,15,-6.7
20220123,S08000028,"",75 - 84,"",All,d,32,17,88.2
20220123,S08000028,"",85 and over,"",All,d,10,20,-50
20220123,S08000028,"",All ages,d,All,d,79,85.5,-7.6
20220123,S08000028,"",All ages,d,Female,"",38,38.5,-1.3
20220123,S08000028,"",All ages,d,Male,"",36,37.5,-4
20220123,S08000029,"",Under 5,"",All,d,32,29.5,8.5
20220123,S08000029,"",5 - 14,"",All,d,22,17,29.4
20220123,S08000029,"",15 - 44,"",All,d,171,169.5,0.9
20220123,S08000029,"",45 - 64,"",All,d,168,173,-2.9
20220123,S08000029,"",65 - 74,"",All,d,114,140.5,-18.9
20220123,S08000029,"",75 - 84,"",All,d,135,173,-22
20220123,S08000029,"",85 and over,"",All,d,108,149,-27.5
20220123,S08000029,"",All ages,d,All,d,762,882,-13.6
20220123,S08000029,"",All ages,d,Female,"",363,430.5,-15.7
20220123,S08000029,"",All ages,d,Male,"",372,398,-6.5
20220123,S08000030,"",Under 5,"",All,d,19,34,-44.1
20220123,S08000030,"",5 - 14,"",All,d,23,13,76.9
20220123,S08000030,"",15 - 44,"",All,d,170,189.5,-10.3
20220123,S08000030,"",45 - 64,"",All,d,172,181,-5
20220123,S08000030,"",65 - 74,"",All,d,168,132,27.3
20220123,S08000030,"",75 - 84,"",All,d,150,189,-20.6
20220123,S08000030,"",85 and over,"",All,d,125,152,-17.8
20220123,S08000030,"",All ages,d,All,d,857,919,-6.7
20220123,S08000030,"",All ages,d,Female,"",417,441.5,-5.5
20220123,S08000030,"",All ages,d,Male,"",398,422.5,-5.8
20220123,S08000031,"",Under 5,"",All,d,88,92.5,-4.9
20220123,S08000031,"",5 - 14,"",All,d,30,48,-37.5
20220123,S08000031,"",15 - 44,"",All,d,527,582,-9.5
20220123,S08000031,"",45 - 64,"",All,d,557,642.5,-13.3
20220123,S08000031,"",65 - 74,"",All,d,308,412,-25.2
20220123,S08000031,"",75 - 84,"",All,d,338,478.5,-29.4
20220123,S08000031,"",85 and over,"",All,d,283,365.5,-22.6
20220123,S08000031,"",All ages,d,All,d,2234,2775,-19.5
20220123,S08000031,"",All ages,d,Female,"",1046,1285.5,-18.6
20220123,S08000031,"",All ages,d,Male,"",1023,1242,-17.6
20220123,S08000032,"",Under 5,"",All,d,45,55.5,-18.9
20220123,S08000032,"",5 - 14,"",All,d,25,28.5,-12.3
20220123,S08000032,"",15 - 44,"",All,d,239,272.5,-12.3
20220123,S08000032,"",45 - 64,"",All,d,280,349,-19.8
20220123,S08000032,"",65 - 74,"",All,d,189,227,-16.7
20220123,S08000032,"",75 - 84,"",All,d,204,290.5,-29.8
20220123,S08000032,"",85 and over,"",All,d,150,204,-26.5
20220123,S08000032,"",All ages,d,All,d,1166,1487.5,-21.6
20220123,S08000032,"",All ages,d,Female,"",582,723.5,-19.6
20220123,S08000032,"",All ages,d,Male,"",531,664.5,-20.1
20220123,S92000003,d,Under 5,"",All,d,392,422,-7.1
20220123,S92000003,d,5 - 14,"",All,d,209,213.5,-2.1
20220123,S92000003,d,15 - 44,"",All,d,2217,2487.5,-10.9
20220123,S92000003,d,45 - 64,"",All,d,2276,2615.5,-13
20220123,S92000003,d,65 - 74,"",All,d,1602,1817.5,-11.9
20220123,S92000003,d,75 - 84,"",All,d,1886,2285.5,-17.5
20220123,S92000003,d,85 and over,"",All,d,1402,1819,-22.9
20220123,S92000003,d,All ages,d,All,d,10359,12232,-15.3
20220123,S92000003,d,All ages,d,Female,"",4936,5764.5,-14.4
20220123,S92000003,d,All ages,d,Male,"",4793,5478,-12.5
20220130,S08000015,"",Under 5,"",All,d,23,32.5,-29.2
20220130,S08000015,"",5 - 14,"",All,d,18,17.5,2.9
20220130,S08000015,"",15 - 44,"",All,d,158,185.5,-14.8
20220130,S08000015,"",45 - 64,"",All,d,182,220.5,-17.5
20220130,S08000015,"",65 - 74,"",All,d,152,167.5,-9.3
20220130,S08000015,"",75 - 84,"",All,d,168,201.5,-16.6
20220130,S08000015,"",85 and over,"",All,d,111,162.5,-31.7
20220130,S08000015,"",All ages,d,All,d,827,1023.5,-19.2
20220130,S08000015,"",All ages,d,Female,"",402,499,-19.4
20220130,S08000015,"",All ages,d,Male,"",395,453.5,-12.9
20220130,S08000016,"",Under 5,"",All,d,5,4,25
20220130,S08000016,"",5 - 14,"",All,d,5,3.5,42.9
20220130,S08000016,"",15 - 44,"",All,d,43,45,-4.4
20220130,S08000016,"",45 - 64,"",All,d,36,58,-37.9
20220130,S08000016,"",65 - 74,"",All,d,39,51,-23.5
20220130,S08000016,"",75 - 84,"",All,d,69,67.5,2.2
20220130,S08000016,"",85 and over,"",All,d,61,55.5,9.9
20220130,S08000016,"",All ages,d,All,d,264,296,-10.8
20220130,S08000016,"",All ages,d,Female,"",146,148.5,-1.7
20220130,S08000016,"",All ages,d,Male,"",106,128,-17.2
20220130,S08000017,"",15 - 44,"",All,d,41,58,-29.3
20220130,S08000017,"",45 - 64,"",All,d,78,64.5,20.9
20220130,S08000017,"",65 - 74,"",All,d,66,73,-9.6
20220130,S08000017,"",75 - 84,"",All,d,76,89,-14.6
20220130,S08000017,"",85 and over,"",All,d,59,65,-9.2
20220130,S08000017,"",All ages,d,All,d,334,372.5,-10.3
20220130,S08000017,"",All ages,d,Female,"",158,175.5,-10
20220130,S08000017,"",All ages,d,Male,"",161,172,-6.4
20220130,S08000019,"",Under 5,"",All,d,22,19,15.8
20220130,S08000019,"",5 - 14,"",All,d,12,15,-20
20220130,S08000019,"",15 - 44,"",All,d,139,137,1.5
20220130,S08000019,"",45 - 64,"",All,d,148,122.5,20.8
20220130,S08000019,"",65 - 74,"",All,d,96,103,-6.8
20220130,S08000019,"",75 - 84,"",All,d,128,118.5,8
20220130,S08000019,"",85 and over,"",All,d,72,74.5,-3.4
20220130,S08000019,"",All ages,d,All,d,633,621,1.9
20220130,S08000019,"",All ages,d,Female,"",306,287,6.6
20220130,S08000019,"",All ages,d,Male,"",306,289,5.9
20220130,S08000020,"",Under 5,"",All,d,43,38.5,11.7
20220130,S08000020,"",5 - 14,"",All,d,19,18.5,2.7
20220130,S08000020,"",15 - 44,"",All,d,241,239.5,0.6
20220130,S08000020,"",45 - 64,"",All,d,215,237.5,-9.5
20220130,S08000020,"",65 - 74,"",All,d,162,164.5,-1.5
20220130,S08000020,"",75 - 84,"",All,d,201,217.5,-7.6
20220130,S08000020,"",85 and over,"",All,d,179,199.5,-10.3
20220130,S08000020,"",All ages,d,All,d,1100,1170,-6
20220130,S08000020,"",All ages,d,Female,"",528,544.5,-3
20220130,S08000020,"",All ages,d,Male,"",500,523.5,-4.5
20220130,S08000022,"",Under 5,"",All,d,39,27.5,41.8
20220130,S08000022,"",5 - 14,"",All,d,17,9,88.9
20220130,S08000022,"",15 - 44,"",All,d,142,130.5,8.8
20220130,S08000022,"",45 - 64,"",All,d,152,140,8.6
20220130,S08000022,"",65 - 74,"",All,d,129,116,11.2
20220130,S08000022,"",75 - 84,"",All,d,150,175,-14.3
20220130,S08000022,"",85 and over,"",All,d,109,127.5,-14.5
20220130,S08000022,"",All ages,d,All,d,779,767.5,1.5
20220130,S08000022,"",All ages,d,Female,"",363,366,-0.8
20220130,S08000022,"",All ages,d,Male,"",341,332.5,2.6
20220130,S08000024,"",Under 5,"",All,d,52,77.5,-32.9
20220130,S08000024,"",5 - 14,"",All,d,34,40.5,-16
20220130,S08000024,"",15 - 44,"",All,d,367,421,-12.8
20220130,S08000024,"",45 - 64,"",All,d,354,384,-7.8
20220130,S08000024,"",65 - 74,"",All,d,199,220,-9.5
20220130,S08000024,"",75 - 84,"",All,d,251,278.5,-9.9
20220130,S08000024,"",85 and over,"",All,d,188,206,-8.7
20220130,S08000024,"",All ages,d,All,d,1529,1740,-12.1
20220130,S08000024,"",All ages,d,Female,"",692,819.5,-15.6
20220130,S08000024,"",All ages,d,Male,"",699,739,-5.4
20220130,S08000025,"",15 - 44,"",All,d,7,9,-22.2
20220130,S08000025,"",65 - 74,"",All,d,11,9,22.2
20220130,S08000025,"",75 - 84,"",All,d,13,13,0
20220130,S08000025,"",85 and over,"",All,d,11,4.5,144.4
20220130,S08000025,"",All ages,d,All,d,47,49,-4.1
20220130,S08000025,"",All ages,d,Female,"",17,20.5,-17.1
20220130,S08000025,"",All ages,d,Male,"",28,22.5,24.4
20220130,S08000026,"",15 - 44,"",All,d,7,6,16.7
20220130,S08000026,"",45 - 64,"",All,d,8,9.5,-15.8
20220130,S08000026,"",65 - 74,"",All,d,9,5,80
20220130,S08000026,"",75 - 84,"",All,d,9,7,28.6
20220130,S08000026,"",85 and over,"",All,d,6,4.5,33.3
20220130,S08000026,"",All ages,d,All,d,42,38.5,9.1
20220130,S08000026,"",All ages,d,Female,"",18,13.5,33.3
20220130,S08000026,"",All ages,d,Male,"",18,22.5,-20
20220130,S08000028,"",15 - 44,"",All,d,6,6,0
20220130,S08000028,"",45 - 64,"",All,d,13,18.5,-29.7
20220130,S08000028,"",65 - 74,"",All,d,15,10,50
20220130,S08000028,"",75 - 84,"",All,d,22,16.5,33.3
20220130,S08000028,"",85 and over,"",All,d,14,14.5,-3.4
20220130,S08000028,"",All ages,d,All,d,83,70.5,17.7
20220130,S08000028,"",All ages,d,Female,"",29,33,-12.1
20220130,S08000028,"",All ages,d,Male,"",35,29,20.7
20220130,S08000029,"",Under 5,"",All,d,25,30,-16.7
20220130,S08000029,"",5 - 14,"",All,d,15,19.5,-23.1
20220130,S08000029,"",15 - 44,"",All,d,165,183,-9.8
20220130,S08000029,"",45 - 64,"",All,d,193,189,2.1
20220130,S08000029,"",65 - 74,"",All,d,128,132.5,-3.4
20220130,S08000029,"",75 - 84,"",All,d,158,155,1.9
20220130,S08000029,"",85 and over,"",All,d,142,133.5,6.4
20220130,S08000029,"",All ages,d,All,d,842,870,-3.2
20220130,S08000029,"",All ages,d,Female,"",439,435,0.9
20220130,S08000029,"",All ages,d,Male,"",375,385.5,-2.7
20220130,S08000030,"",Under 5,"",All,d,47,29,62.1
20220130,S08000030,"",5 - 14,"",All,d,12,18.5,-35.1
20220130,S08000030,"",15 - 44,"",All,d,202,191.5,5.5
20220130,S08000030,"",45 - 64,"",All,d,165,193,-14.5
20220130,S08000030,"",65 - 74,"",All,d,114,142.5,-20
20220130,S08000030,"",75 - 84,"",All,d,167,169.5,-1.5
20220130,S08000030,"",85 and over,"",All,d,135,139.5,-3.2
20220130,S08000030,"",All ages,d,All,d,875,917,-4.6
20220130,S08000030,"",All ages,d,Female,"",425,426,-0.2
20220130,S08000030,"",All ages,d,Male,"",401,435,-7.8
20220130,S08000031,"",Under 5,"",All,d,95,93,2.2
