WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,SASIncidents,Average20182019,PercentVariation
20200906,S08000019,"",45 - 64,"",All,d,141,137,2.9
20200906,S08000019,"",65 - 74,"",All,d,103,89,15.7
20200906,S08000019,"",75 - 84,"",All,d,124,106,17
20200906,S08000019,"",85 and over,"",All,d,86,75,14.7
20200906,S08000019,"",All ages,d,All,d,638,603.5,5.7
20200906,S08000019,"",All ages,d,Female,"",297,271.5,9.4
20200906,S08000019,"",All ages,d,Male,"",299,271.5,10.1
20200906,S08000020,"",Under 5,"",All,d,44,50,-12
20200906,S08000020,"",5 - 14,"",All,d,17,27,-37
20200906,S08000020,"",15 - 44,"",All,d,214,270,-20.7
20200906,S08000020,"",45 - 64,"",All,d,279,215,29.8
20200906,S08000020,"",65 - 74,"",All,d,168,151,11.3
20200906,S08000020,"",75 - 84,"",All,d,223,203.5,9.6
20200906,S08000020,"",85 and over,"",All,d,150,162.5,-7.7
20200906,S08000020,"",All ages,d,All,d,1131,1133,-0.2
20200906,S08000020,"",All ages,d,Female,"",577,514,12.3
20200906,S08000020,"",All ages,d,Male,"",482,509,-5.3
20200906,S08000022,"",Under 5,"",All,d,26,27.5,-5.5
20200906,S08000022,"",5 - 14,"",All,d,18,21.5,-16.3
20200906,S08000022,"",15 - 44,"",All,d,169,157.5,7.3
20200906,S08000022,"",45 - 64,"",All,d,190,163.5,16.2
20200906,S08000022,"",65 - 74,"",All,d,132,131.5,0.4
20200906,S08000022,"",75 - 84,"",All,d,184,164.5,11.9
20200906,S08000022,"",85 and over,"",All,d,155,122,27
20200906,S08000022,"",All ages,d,All,d,931,846.5,10
20200906,S08000022,"",All ages,d,Female,"",420,357.5,17.5
20200906,S08000022,"",All ages,d,Male,"",390,353,10.5
20200906,S08000024,"",Under 5,"",All,d,49,63.5,-22.8
20200906,S08000024,"",5 - 14,"",All,d,32,33.5,-4.5
20200906,S08000024,"",15 - 44,"",All,d,360,410,-12.2
20200906,S08000024,"",45 - 64,"",All,d,378,362,4.4
20200906,S08000024,"",65 - 74,"",All,d,224,214,4.7
20200906,S08000024,"",75 - 84,"",All,d,254,254,0
20200906,S08000024,"",85 and over,"",All,d,237,188.5,25.7
20200906,S08000024,"",All ages,d,All,d,1634,1649,-0.9
20200906,S08000024,"",All ages,d,Female,"",763,731.5,4.3
20200906,S08000024,"",All ages,d,Male,"",713,703.5,1.4
20200906,S08000025,"",15 - 44,"",All,d,5,11.5,-56.5
20200906,S08000025,"",45 - 64,"",All,d,11,8,37.5
20200906,S08000025,"",65 - 74,"",All,d,11,10.5,4.8
20200906,S08000025,"",75 - 84,"",All,d,13,8.5,52.9
20200906,S08000025,"",85 and over,"",All,d,6,6.5,-7.7
20200906,S08000025,"",All ages,d,All,d,49,48.5,1
20200906,S08000025,"",All ages,d,Female,"",17,22,-22.7
20200906,S08000025,"",All ages,d,Male,"",27,21.5,25.6
20200906,S08000026,"",15 - 44,"",All,d,8,4,100
20200906,S08000026,"",45 - 64,"",All,d,12,8,50
20200906,S08000026,"",65 - 74,"",All,d,14,4.5,211.1
20200906,S08000026,"",75 - 84,"",All,d,7,8.5,-17.6
20200906,S08000026,"",85 and over,"",All,d,8,5,60
20200906,S08000026,"",All ages,d,All,d,55,33,66.7
20200906,S08000026,"",All ages,d,Female,"",27,11,145.5
20200906,S08000026,"",All ages,d,Male,"",24,16.5,45.5
20200906,S08000028,"",15 - 44,"",All,d,11,14,-21.4
20200906,S08000028,"",45 - 64,"",All,d,13,15.5,-16.1
20200906,S08000028,"",65 - 74,"",All,d,18,12.5,44
20200906,S08000028,"",75 - 84,"",All,d,13,16.5,-21.2
20200906,S08000028,"",85 and over,"",All,d,16,13.5,18.5
20200906,S08000028,"",All ages,d,All,d,79,81.5,-3.1
20200906,S08000028,"",All ages,d,Female,"",39,33.5,16.4
20200906,S08000028,"",All ages,d,Male,"",31,33,-6.1
20200906,S08000029,"",Under 5,"",All,d,18,36,-50
20200906,S08000029,"",5 - 14,"",All,d,18,21.5,-16.3
20200906,S08000029,"",15 - 44,"",All,d,178,192.5,-7.5
20200906,S08000029,"",45 - 64,"",All,d,199,169,17.8
20200906,S08000029,"",65 - 74,"",All,d,137,127.5,7.5
20200906,S08000029,"",75 - 84,"",All,d,163,159,2.5
20200906,S08000029,"",85 and over,"",All,d,124,107,15.9
20200906,S08000029,"",All ages,d,All,d,867,841,3.1
20200906,S08000029,"",All ages,d,Female,"",445,422,5.5
20200906,S08000029,"",All ages,d,Male,"",373,364.5,2.3
20200906,S08000030,"",Under 5,"",All,d,27,31,-12.9
20200906,S08000030,"",5 - 14,"",All,d,17,19.5,-12.8
20200906,S08000030,"",15 - 44,"",All,d,214,220.5,-2.9
20200906,S08000030,"",45 - 64,"",All,d,200,171,17
20200906,S08000030,"",65 - 74,"",All,d,138,136,1.5
20200906,S08000030,"",75 - 84,"",All,d,178,180.5,-1.4
20200906,S08000030,"",85 and over,"",All,d,142,149,-4.7
20200906,S08000030,"",All ages,d,All,d,950,958.5,-0.9
20200906,S08000030,"",All ages,d,Female,"",467,430,8.6
20200906,S08000030,"",All ages,d,Male,"",406,437,-7.1
20200906,S08000031,"",Under 5,"",All,d,78,78.5,-0.6
20200906,S08000031,"",5 - 14,"",All,d,34,56.5,-39.8
20200906,S08000031,"",15 - 44,"",All,d,591,644,-8.2
20200906,S08000031,"",45 - 64,"",All,d,636,631,0.8
20200906,S08000031,"",65 - 74,"",All,d,394,362.5,8.7
20200906,S08000031,"",75 - 84,"",All,d,425,430.5,-1.3
20200906,S08000031,"",85 and over,"",All,d,330,338,-2.4
20200906,S08000031,"",All ages,d,All,d,2639,2729.5,-3.3
20200906,S08000031,"",All ages,d,Female,"",1205,1244,-3.1
20200906,S08000031,"",All ages,d,Male,"",1192,1168,2.1
20200906,S08000032,"",Under 5,"",All,d,43,55,-21.8
20200906,S08000032,"",5 - 14,"",All,d,24,35,-31.4
20200906,S08000032,"",15 - 44,"",All,d,281,321.5,-12.6
20200906,S08000032,"",45 - 64,"",All,d,367,318,15.4
20200906,S08000032,"",65 - 74,"",All,d,219,197.5,10.9
20200906,S08000032,"",75 - 84,"",All,d,266,267,-0.4
20200906,S08000032,"",85 and over,"",All,d,183,167,9.6
20200906,S08000032,"",All ages,d,All,d,1447,1443,0.3
20200906,S08000032,"",All ages,d,Female,"",673,682.5,-1.4
20200906,S08000032,"",All ages,d,Male,"",666,635,4.9
20200906,S92000003,d,Under 5,"",All,d,354,416,-14.9
20200906,S92000003,d,5 - 14,"",All,d,219,261,-16.1
