_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
8633,20220424,S08000022,"",1,All,d,73,103.5,-29.5
8634,20220424,S08000022,"",2,All,d,116,166.5,-30.3
8635,20220424,S08000022,"",3,All,d,217,258,-15.9
8636,20220424,S08000022,"",4,All,d,162,204.5,-20.8
8637,20220424,S08000022,"",5,All,d,39,46.5,-16.1
8638,20220424,S08000024,"",1,All,d,328,359.5,-8.8
8639,20220424,S08000024,"",2,All,d,471,546.5,-13.8
8640,20220424,S08000024,"",3,All,d,343,399,-14
8641,20220424,S08000024,"",4,All,d,352,349,0.9
8642,20220424,S08000024,"",5,All,d,451,447,0.9
8643,20220424,S08000025,"",3,All,d,11,9,22.2
8644,20220424,S08000025,"",4,All,d,16,15.5,3.2
8645,20220424,S08000026,"",3,All,d,16,17,-5.9
8646,20220424,S08000026,"",4,All,d,18,25,-28
8647,20220424,S08000028,"",2,All,d,12,14,-14.3
8648,20220424,S08000028,"",3,All,d,47,51,-7.8
8649,20220424,S08000029,"",1,All,d,228,267,-14.6
8650,20220424,S08000029,"",2,All,d,200,238,-16
8651,20220424,S08000029,"",3,All,d,148,181.5,-18.5
8652,20220424,S08000029,"",4,All,d,143,148.5,-3.7
8653,20220424,S08000029,"",5,All,d,116,116,0
8654,20220424,S08000030,"",1,All,d,223,272.5,-18.2
8655,20220424,S08000030,"",2,All,d,234,244,-4.1
8656,20220424,S08000030,"",3,All,d,265,257.5,2.9
8657,20220424,S08000030,"",4,All,d,319,305,4.6
8658,20220424,S08000030,"",5,All,d,188,212.5,-11.5
8659,20220424,S08000031,"",1,All,d,1348,1653.5,-18.5
8660,20220424,S08000031,"",2,All,d,738,809,-8.8
8661,20220424,S08000031,"",3,All,d,539,555.5,-3
8662,20220424,S08000031,"",4,All,d,450,507,-11.2
8663,20220424,S08000031,"",5,All,d,502,554.5,-9.5
8664,20220424,S08000032,"",1,All,d,453,584,-22.4
8665,20220424,S08000032,"",2,All,d,386,458,-15.7
8666,20220424,S08000032,"",3,All,d,237,280,-15.4
8667,20220424,S08000032,"",4,All,d,207,248,-16.5
8668,20220424,S08000032,"",5,All,d,127,160.5,-20.9
8669,20220424,S92000003,d,1,All,d,3321,4093.5,-18.9
8670,20220424,S92000003,d,2,All,d,2971,3432.5,-13.4
8671,20220424,S92000003,d,3,All,d,2653,3052,-13.1
8672,20220424,S92000003,d,4,All,d,2419,2604.5,-7.1
8673,20220424,S92000003,d,5,All,d,1958,2169.5,-9.7
8674,20220424,NA,NA,1,All,d,42,46.5,-9.7
8675,20220424,NA,NA,2,All,d,35,43,-18.6
8676,20220424,NA,NA,3,All,d,23,46,-50
8677,20220424,NA,NA,4,All,d,31,31.5,-1.6
8678,20220424,NA,NA,5,All,d,24,34,-29.4
8679,20220501,S08000015,"",1,All,d,318,404,-21.3
8680,20220501,S08000015,"",2,All,d,232,263,-11.8
8681,20220501,S08000015,"",3,All,d,147,194,-24.2
8682,20220501,S08000015,"",4,All,d,141,140,0.7
8683,20220501,S08000015,"",5,All,d,105,112.5,-6.7
8684,20220501,S08000016,"",1,All,d,15,17,-11.8
8685,20220501,S08000016,"",2,All,d,39,53.5,-27.1
8686,20220501,S08000016,"",3,All,d,59,112.5,-47.6
8687,20220501,S08000016,"",4,All,d,40,68,-41.2
8688,20220501,S08000016,"",5,All,d,11,21,-47.6
8689,20220501,S08000017,"",1,All,d,38,49.5,-23.2
8690,20220501,S08000017,"",2,All,d,104,113,-8
8691,20220501,S08000017,"",3,All,d,139,157.5,-11.7
8692,20220501,S08000017,"",4,All,d,60,67,-10.4
8693,20220501,S08000017,"",5,All,d,23,31,-25.8
8694,20220501,S08000019,"",1,All,d,166,247.5,-32.9
8695,20220501,S08000019,"",2,All,d,182,250.5,-27.3
8696,20220501,S08000019,"",3,All,d,171,224.5,-23.8
8697,20220501,S08000019,"",4,All,d,129,162.5,-20.6
8698,20220501,S08000019,"",5,All,d,103,149.5,-31.1
8699,20220501,S08000020,"",1,All,d,92,108,-14.8
8700,20220501,S08000020,"",2,All,d,219,267.5,-18.1
8701,20220501,S08000020,"",3,All,d,280,324.5,-13.7
8702,20220501,S08000020,"",4,All,d,384,354.5,8.3
8703,20220501,S08000020,"",5,All,d,265,294.5,-10
8704,20220501,S08000022,"",1,All,d,84,92.5,-9.2
8705,20220501,S08000022,"",2,All,d,126,141,-10.6
8706,20220501,S08000022,"",3,All,d,242,262,-7.6
8707,20220501,S08000022,"",4,All,d,190,202,-5.9
8708,20220501,S08000022,"",5,All,d,35,50.5,-30.7
8709,20220501,S08000024,"",1,All,d,334,355,-5.9
8710,20220501,S08000024,"",2,All,d,492,559,-12
8711,20220501,S08000024,"",3,All,d,359,355,1.1
8712,20220501,S08000024,"",4,All,d,337,363,-7.2
8713,20220501,S08000024,"",5,All,d,450,507.5,-11.3
8714,20220501,S08000025,"",3,All,d,10,11.5,-13
8715,20220501,S08000025,"",4,All,d,23,19.5,17.9
8716,20220501,S08000026,"",2,All,d,5,2,150
8717,20220501,S08000026,"",3,All,d,19,17.5,8.6
8718,20220501,S08000026,"",4,All,d,23,23.5,-2.1
8719,20220501,S08000028,"",2,All,d,12,13,-7.7
8720,20220501,S08000028,"",3,All,d,60,51.5,16.5
8721,20220501,S08000029,"",1,All,d,239,264,-9.5
8722,20220501,S08000029,"",2,All,d,199,255,-22
8723,20220501,S08000029,"",3,All,d,154,172,-10.5
8724,20220501,S08000029,"",4,All,d,157,137.5,14.2
8725,20220501,S08000029,"",5,All,d,119,120,-0.8
8726,20220501,S08000030,"",1,All,d,218,255.5,-14.7
8727,20220501,S08000030,"",2,All,d,246,239.5,2.7
8728,20220501,S08000030,"",3,All,d,254,245,3.7
8729,20220501,S08000030,"",4,All,d,328,313.5,4.6
8730,20220501,S08000030,"",5,All,d,177,200.5,-11.7
8731,20220501,S08000031,"",1,All,d,1432,1558.5,-8.1
8732,20220501,S08000031,"",2,All,d,725,775.5,-6.5
8733,20220501,S08000031,"",3,All,d,537,575.5,-6.7
8734,20220501,S08000031,"",4,All,d,515,521.5,-1.2
8735,20220501,S08000031,"",5,All,d,510,519.5,-1.8
8736,20220501,S08000032,"",1,All,d,493,592.5,-16.8
8737,20220501,S08000032,"",2,All,d,441,499.5,-11.7
8738,20220501,S08000032,"",3,All,d,252,278.5,-9.5
8739,20220501,S08000032,"",4,All,d,232,231.5,0.2
8740,20220501,S08000032,"",5,All,d,134,130.5,2.7
8741,20220501,S92000003,d,1,All,d,3479,4003.5,-13.1
8742,20220501,S92000003,d,2,All,d,3069,3488,-12
8743,20220501,S92000003,d,3,All,d,2721,3028.5,-10.2
8744,20220501,S92000003,d,4,All,d,2595,2645,-1.9
8745,20220501,S92000003,d,5,All,d,1959,2177.5,-10
8746,20220501,NA,NA,1,All,d,49,59,-16.9
8747,20220501,NA,NA,2,All,d,44,51,-13.7
8748,20220501,NA,NA,3,All,d,38,47,-19.1
8749,20220501,NA,NA,4,All,d,35,40.5,-13.6
8750,20220501,NA,NA,5,All,d,26,39.5,-34.2
8751,20220508,S08000015,"",1,All,d,293,413.5,-29.1
8752,20220508,S08000015,"",2,All,d,234,271.5,-13.8
8753,20220508,S08000015,"",3,All,d,147,179,-17.9
8754,20220508,S08000015,"",4,All,d,115,124.5,-7.6
8755,20220508,S08000015,"",5,All,d,95,107,-11.2
8756,20220508,S08000016,"",1,All,d,14,13,7.7
8757,20220508,S08000016,"",2,All,d,31,49,-36.7
8758,20220508,S08000016,"",3,All,d,77,100,-23
8759,20220508,S08000016,"",4,All,d,44,62,-29
8760,20220508,S08000016,"",5,All,d,13,19.5,-33.3
8761,20220508,S08000017,"",1,All,d,42,49.5,-15.2
8762,20220508,S08000017,"",2,All,d,100,108.5,-7.8
8763,20220508,S08000017,"",3,All,d,127,168,-24.4
8764,20220508,S08000017,"",4,All,d,68,66,3
8765,20220508,S08000017,"",5,All,d,26,32.5,-20
8766,20220508,S08000019,"",1,All,d,164,210.5,-22.1
8767,20220508,S08000019,"",2,All,d,189,214.5,-11.9
8768,20220508,S08000019,"",3,All,d,169,206.5,-18.2
8769,20220508,S08000019,"",4,All,d,119,158.5,-24.9
8770,20220508,S08000019,"",5,All,d,123,119,3.4
8771,20220508,S08000020,"",1,All,d,99,114.5,-13.5
8772,20220508,S08000020,"",2,All,d,188,269,-30.1
8773,20220508,S08000020,"",3,All,d,266,293.5,-9.4
8774,20220508,S08000020,"",4,All,d,330,384.5,-14.2
8775,20220508,S08000020,"",5,All,d,296,291,1.7
8776,20220508,S08000022,"",1,All,d,88,95,-7.4
8777,20220508,S08000022,"",2,All,d,138,158,-12.7
8778,20220508,S08000022,"",3,All,d,252,265.5,-5.1
8779,20220508,S08000022,"",4,All,d,176,197.5,-10.9
8780,20220508,S08000022,"",5,All,d,44,41,7.3
8781,20220508,S08000024,"",1,All,d,343,350.5,-2.1
8782,20220508,S08000024,"",2,All,d,551,540.5,1.9
8783,20220508,S08000024,"",3,All,d,347,382,-9.2
8784,20220508,S08000024,"",4,All,d,385,398.5,-3.4
8785,20220508,S08000024,"",5,All,d,486,500,-2.8
8786,20220508,S08000025,"",2,All,d,7,4,75
8787,20220508,S08000025,"",3,All,d,7,9.5,-26.3
8788,20220508,S08000025,"",4,All,d,25,24.5,2
8789,20220508,S08000026,"",2,All,d,5,3,66.7
8790,20220508,S08000026,"",3,All,d,15,19,-21.1
8791,20220508,S08000026,"",4,All,d,19,26,-26.9
8792,20220508,S08000028,"",2,All,d,6,16,-62.5
8793,20220508,S08000028,"",3,All,d,47,61,-23
8794,20220508,S08000029,"",1,All,d,237,271.5,-12.7
8795,20220508,S08000029,"",2,All,d,228,247.5,-7.9
8796,20220508,S08000029,"",3,All,d,160,166.5,-3.9
8797,20220508,S08000029,"",4,All,d,141,153.5,-8.1
8798,20220508,S08000029,"",5,All,d,125,116.5,7.3
8799,20220508,S08000030,"",1,All,d,251,272,-7.7
8800,20220508,S08000030,"",2,All,d,262,257.5,1.7
8801,20220508,S08000030,"",3,All,d,252,265,-4.9
8802,20220508,S08000030,"",4,All,d,303,291.5,3.9
8803,20220508,S08000030,"",5,All,d,182,188.5,-3.4
8804,20220508,S08000031,"",1,All,d,1368,1690,-19.1
8805,20220508,S08000031,"",2,All,d,734,832,-11.8
8806,20220508,S08000031,"",3,All,d,491,599,-18
8807,20220508,S08000031,"",4,All,d,449,519.5,-13.6
8808,20220508,S08000031,"",5,All,d,534,544,-1.8
8809,20220508,S08000032,"",1,All,d,488,584.5,-16.5
8810,20220508,S08000032,"",2,All,d,441,483.5,-8.8
8811,20220508,S08000032,"",3,All,d,246,287,-14.3
8812,20220508,S08000032,"",4,All,d,209,226.5,-7.7
8813,20220508,S08000032,"",5,All,d,143,155,-7.7
8814,20220508,S92000003,d,1,All,d,3424,4118,-16.9
8815,20220508,S92000003,d,2,All,d,3156,3497.5,-9.8
8816,20220508,S92000003,d,3,All,d,2654,3039.5,-12.7
8817,20220508,S92000003,d,4,All,d,2424,2669.5,-9.2
8818,20220508,S92000003,d,5,All,d,2103,2155,-2.4
8819,20220508,NA,NA,1,All,d,37,53,-30.2
8820,20220508,NA,NA,2,All,d,42,43,-2.3
8821,20220508,NA,NA,3,All,d,51,38,34.2
8822,20220508,NA,NA,4,All,d,41,36.5,12.3
8823,20220508,NA,NA,5,All,d,35,40.5,-13.6
8824,20220515,S08000015,"",1,All,d,351,419.5,-16.3
8825,20220515,S08000015,"",2,All,d,241,242.5,-0.6
8826,20220515,S08000015,"",3,All,d,151,184.5,-18.2
8827,20220515,S08000015,"",4,All,d,132,119,10.9
8828,20220515,S08000015,"",5,All,d,104,100.5,3.5
8829,20220515,S08000016,"",1,All,d,17,21.5,-20.9
8830,20220515,S08000016,"",2,All,d,26,60,-56.7
8831,20220515,S08000016,"",3,All,d,85,102,-16.7
8832,20220515,S08000016,"",4,All,d,50,66,-24.2
8833,20220515,S08000016,"",5,All,d,10,21.5,-53.5
8834,20220515,S08000017,"",1,All,d,37,53,-30.2
8835,20220515,S08000017,"",2,All,d,112,107,4.7
8836,20220515,S08000017,"",3,All,d,160,148,8.1
8837,20220515,S08000017,"",4,All,d,70,62,12.9
8838,20220515,S08000017,"",5,All,d,34,25,36
8839,20220515,S08000019,"",1,All,d,149,215.5,-30.9
8840,20220515,S08000019,"",2,All,d,205,224.5,-8.7
8841,20220515,S08000019,"",3,All,d,186,210.5,-11.6
8842,20220515,S08000019,"",4,All,d,139,152,-8.6
8843,20220515,S08000019,"",5,All,d,110,135.5,-18.8
8844,20220515,S08000020,"",1,All,d,96,99.5,-3.5
8845,20220515,S08000020,"",2,All,d,227,261,-13
8846,20220515,S08000020,"",3,All,d,279,296,-5.7
8847,20220515,S08000020,"",4,All,d,357,357,0
8848,20220515,S08000020,"",5,All,d,309,273.5,13
8849,20220515,S08000022,"",1,All,d,89,98.5,-9.6
8850,20220515,S08000022,"",2,All,d,141,161.5,-12.7
8851,20220515,S08000022,"",3,All,d,253,299,-15.4
8852,20220515,S08000022,"",4,All,d,202,193,4.7
8853,20220515,S08000022,"",5,All,d,38,37.5,1.3
8854,20220515,S08000024,"",1,All,d,330,346.5,-4.8
8855,20220515,S08000024,"",2,All,d,500,555,-9.9
8856,20220515,S08000024,"",3,All,d,387,404.5,-4.3
8857,20220515,S08000024,"",4,All,d,350,362.5,-3.4
8858,20220515,S08000024,"",5,All,d,453,473,-4.2
8859,20220515,S08000025,"",2,All,d,9,5.5,63.6
8860,20220515,S08000025,"",3,All,d,7,9,-22.2
8861,20220515,S08000025,"",4,All,d,21,24.5,-14.3
8862,20220515,S08000026,"",3,All,d,16,12,33.3
8863,20220515,S08000026,"",4,All,d,18,19.5,-7.7
8864,20220515,S08000028,"",2,All,d,14,12.5,12
8865,20220515,S08000028,"",3,All,d,53,56.5,-6.2
8866,20220515,S08000029,"",1,All,d,232,253.5,-8.5
8867,20220515,S08000029,"",2,All,d,224,232.5,-3.7
8868,20220515,S08000029,"",3,All,d,171,179.5,-4.7
8869,20220515,S08000029,"",4,All,d,158,143.5,10.1
8870,20220515,S08000029,"",5,All,d,149,122,22.1
8871,20220515,S08000030,"",1,All,d,310,265.5,16.8
8872,20220515,S08000030,"",2,All,d,274,227,20.7
8873,20220515,S08000030,"",3,All,d,237,220.5,7.5
8874,20220515,S08000030,"",4,All,d,314,289,8.7
8875,20220515,S08000030,"",5,All,d,191,191,0
8876,20220515,S08000031,"",1,All,d,1498,1594,-6
8877,20220515,S08000031,"",2,All,d,754,784.5,-3.9
8878,20220515,S08000031,"",3,All,d,476,548.5,-13.2
8879,20220515,S08000031,"",4,All,d,472,481,-1.9
8880,20220515,S08000031,"",5,All,d,501,506,-1
8881,20220515,S08000032,"",1,All,d,526,531,-0.9
8882,20220515,S08000032,"",2,All,d,447,483.5,-7.5
8883,20220515,S08000032,"",3,All,d,258,307.5,-16.1
8884,20220515,S08000032,"",4,All,d,213,210.5,1.2
8885,20220515,S08000032,"",5,All,d,150,148.5,1
8886,20220515,S92000003,d,1,All,d,3690,3952.5,-6.6
8887,20220515,S92000003,d,2,All,d,3224,3405,-5.3
8888,20220515,S92000003,d,3,All,d,2755,3023,-8.9
8889,20220515,S92000003,d,4,All,d,2537,2514.5,0.9
8890,20220515,S92000003,d,5,All,d,2084,2072.5,0.6
8891,20220515,NA,NA,1,All,d,54,54.5,-0.9
8892,20220515,NA,NA,2,All,d,47,45.5,3.3
8893,20220515,NA,NA,3,All,d,36,45,-20
8894,20220515,NA,NA,4,All,d,41,35,17.1
8895,20220515,NA,NA,5,All,d,35,38.5,-9.1
8896,20220522,S08000015,"",1,All,d,347,440.5,-21.2
8897,20220522,S08000015,"",2,All,d,220,283.5,-22.4
8898,20220522,S08000015,"",3,All,d,184,187.5,-1.9
8899,20220522,S08000015,"",4,All,d,115,146.5,-21.5
8900,20220522,S08000015,"",5,All,d,111,129.5,-14.3
8901,20220522,S08000016,"",1,All,d,21,22,-4.5
8902,20220522,S08000016,"",2,All,d,32,47.5,-32.6
8903,20220522,S08000016,"",3,All,d,85,102,-16.7
8904,20220522,S08000016,"",4,All,d,53,68,-22.1
8905,20220522,S08000016,"",5,All,d,9,22,-59.1
8906,20220522,S08000017,"",1,All,d,48,48.5,-1
8907,20220522,S08000017,"",2,All,d,105,121.5,-13.6
8908,20220522,S08000017,"",3,All,d,145,162.5,-10.8
8909,20220522,S08000017,"",4,All,d,65,65,0
8910,20220522,S08000017,"",5,All,d,38,35.5,7
8911,20220522,S08000019,"",1,All,d,200,195.5,2.3
8912,20220522,S08000019,"",2,All,d,183,232,-21.1
8913,20220522,S08000019,"",3,All,d,194,202.5,-4.2
8914,20220522,S08000019,"",4,All,d,130,171,-24
8915,20220522,S08000019,"",5,All,d,136,118,15.3
8916,20220522,S08000020,"",1,All,d,106,109,-2.8
8917,20220522,S08000020,"",2,All,d,213,271,-21.4
8918,20220522,S08000020,"",3,All,d,274,334,-18
8919,20220522,S08000020,"",4,All,d,371,391.5,-5.2
8920,20220522,S08000020,"",5,All,d,298,299,-0.3
8921,20220522,S08000022,"",1,All,d,90,102,-11.8
8922,20220522,S08000022,"",2,All,d,118,162,-27.2
8923,20220522,S08000022,"",3,All,d,305,278.5,9.5
8924,20220522,S08000022,"",4,All,d,192,196.5,-2.3
8925,20220522,S08000022,"",5,All,d,51,50.5,1
8926,20220522,S08000024,"",1,All,d,369,347,6.3
8927,20220522,S08000024,"",2,All,d,544,588,-7.5
8928,20220522,S08000024,"",3,All,d,389,388.5,0.1
8929,20220522,S08000024,"",4,All,d,377,374,0.8
8930,20220522,S08000024,"",5,All,d,517,505.5,2.3
8931,20220522,S08000025,"",2,All,d,6,8,-25
8932,20220522,S08000025,"",3,All,d,16,4,300
8933,20220522,S08000025,"",4,All,d,25,29,-13.8
8934,20220522,S08000026,"",3,All,d,17,11,54.5
8935,20220522,S08000026,"",4,All,d,21,19.5,7.7
8936,20220522,S08000028,"",2,All,d,11,13.5,-18.5
8937,20220522,S08000028,"",3,All,d,45,60,-25
8938,20220522,S08000029,"",1,All,d,234,246.5,-5.1
8939,20220522,S08000029,"",2,All,d,232,232,0
8940,20220522,S08000029,"",3,All,d,177,195,-9.2
8941,20220522,S08000029,"",4,All,d,143,171.5,-16.6
8942,20220522,S08000029,"",5,All,d,119,119.5,-0.4
8943,20220522,S08000030,"",1,All,d,254,281.5,-9.8
8944,20220522,S08000030,"",2,All,d,235,261,-10
8945,20220522,S08000030,"",3,All,d,267,246.5,8.3
8946,20220522,S08000030,"",4,All,d,311,308.5,0.8
8947,20220522,S08000030,"",5,All,d,187,210.5,-11.2
8948,20220522,S08000031,"",1,All,d,1559,1641,-5
8949,20220522,S08000031,"",2,All,d,730,811.5,-10
8950,20220522,S08000031,"",3,All,d,617,579.5,6.5
8951,20220522,S08000031,"",4,All,d,485,493,-1.6
8952,20220522,S08000031,"",5,All,d,536,552,-2.9
8953,20220522,S08000032,"",1,All,d,548,591,-7.3
8954,20220522,S08000032,"",2,All,d,427,465,-8.2
8955,20220522,S08000032,"",3,All,d,274,262,4.6
8956,20220522,S08000032,"",4,All,d,208,229,-9.2
8957,20220522,S08000032,"",5,All,d,147,162.5,-9.5
8958,20220522,S92000003,d,1,All,d,3826,4088.5,-6.4
8959,20220522,S92000003,d,2,All,d,3098,3538,-12.4
8960,20220522,S92000003,d,3,All,d,3029,3064.5,-1.2
8961,20220522,S92000003,d,4,All,d,2522,2704.5,-6.7
8962,20220522,S92000003,d,5,All,d,2175,2246,-3.2
8963,20220522,NA,NA,1,All,d,49,62,-21
8964,20220522,NA,NA,2,All,d,40,39.5,1.3
8965,20220522,NA,NA,3,All,d,40,51,-21.6
8966,20220522,NA,NA,4,All,d,24,41,-41.5
8967,20220522,NA,NA,5,All,d,24,40,-40
8968,20220529,S08000015,"",1,All,d,357,415,-14
8969,20220529,S08000015,"",2,All,d,232,284,-18.3
8970,20220529,S08000015,"",3,All,d,174,197,-11.7
8971,20220529,S08000015,"",4,All,d,119,127.5,-6.7
8972,20220529,S08000015,"",5,All,d,93,99.5,-6.5
8973,20220529,S08000016,"",1,All,d,16,21,-23.8
8974,20220529,S08000016,"",2,All,d,31,60.5,-48.8
8975,20220529,S08000016,"",3,All,d,83,99,-16.2
8976,20220529,S08000016,"",4,All,d,45,64.5,-30.2
8977,20220529,S08000016,"",5,All,d,13,21,-38.1
8978,20220529,S08000017,"",1,All,d,34,41.5,-18.1
8979,20220529,S08000017,"",2,All,d,113,122,-7.4
8980,20220529,S08000017,"",3,All,d,156,165.5,-5.7
8981,20220529,S08000017,"",4,All,d,61,71,-14.1
8982,20220529,S08000017,"",5,All,d,33,28.5,15.8
8983,20220529,S08000019,"",1,All,d,170,225,-24.4
8984,20220529,S08000019,"",2,All,d,205,248,-17.3
8985,20220529,S08000019,"",3,All,d,200,178.5,12
8986,20220529,S08000019,"",4,All,d,133,148.5,-10.4
8987,20220529,S08000019,"",5,All,d,121,114,6.1
8988,20220529,S08000020,"",1,All,d,105,109,-3.7
8989,20220529,S08000020,"",2,All,d,199,247,-19.4
8990,20220529,S08000020,"",3,All,d,284,305.5,-7
8991,20220529,S08000020,"",4,All,d,382,362,5.5
8992,20220529,S08000020,"",5,All,d,299,302.5,-1.2
8993,20220529,S08000022,"",1,All,d,77,94,-18.1
8994,20220529,S08000022,"",2,All,d,127,152.5,-16.7
8995,20220529,S08000022,"",3,All,d,288,307.5,-6.3
8996,20220529,S08000022,"",4,All,d,191,196,-2.6
8997,20220529,S08000022,"",5,All,d,52,51,2
8998,20220529,S08000024,"",1,All,d,340,390.5,-12.9
8999,20220529,S08000024,"",2,All,d,501,598.5,-16.3
9000,20220529,S08000024,"",3,All,d,397,422,-5.9
9001,20220529,S08000024,"",4,All,d,357,372,-4
9002,20220529,S08000024,"",5,All,d,475,485.5,-2.2
9003,20220529,S08000025,"",3,All,d,5,8.5,-41.2
9004,20220529,S08000025,"",4,All,d,22,20,10
9005,20220529,S08000026,"",3,All,d,20,16.5,21.2
9006,20220529,S08000026,"",4,All,d,18,18,0
9007,20220529,S08000028,"",2,All,d,9,9,0
9008,20220529,S08000028,"",3,All,d,42,64.5,-34.9
9009,20220529,S08000029,"",1,All,d,268,258.5,3.7
9010,20220529,S08000029,"",2,All,d,227,248,-8.5
9011,20220529,S08000029,"",3,All,d,161,177.5,-9.3
9012,20220529,S08000029,"",4,All,d,155,153,1.3
9013,20220529,S08000029,"",5,All,d,129,112,15.2
9014,20220529,S08000030,"",1,All,d,258,242,6.6
9015,20220529,S08000030,"",2,All,d,249,228,9.2
9016,20220529,S08000030,"",3,All,d,256,229.5,11.5
9017,20220529,S08000030,"",4,All,d,324,319.5,1.4
9018,20220529,S08000030,"",5,All,d,200,202,-1
9019,20220529,S08000031,"",1,All,d,1423,1623.5,-12.3
9020,20220529,S08000031,"",2,All,d,774,807.5,-4.1
9021,20220529,S08000031,"",3,All,d,623,540.5,15.3
9022,20220529,S08000031,"",4,All,d,516,486.5,6.1
9023,20220529,S08000031,"",5,All,d,572,586.5,-2.5
9024,20220529,S08000032,"",1,All,d,541,578,-6.4
9025,20220529,S08000032,"",2,All,d,451,490.5,-8.1
9026,20220529,S08000032,"",3,All,d,247,309.5,-20.2
9027,20220529,S08000032,"",4,All,d,192,221,-13.1
9028,20220529,S08000032,"",5,All,d,142,147,-3.4
9029,20220529,S92000003,d,1,All,d,3644,4061,-10.3
9030,20220529,S92000003,d,2,All,d,3167,3550.5,-10.8
9031,20220529,S92000003,d,3,All,d,2990,3064,-2.4
9032,20220529,S92000003,d,4,All,d,2553,2603,-1.9
9033,20220529,S92000003,d,5,All,d,2174,2186,-0.5
9034,20220529,NA,NA,1,All,d,55,60.5,-9.1
9035,20220529,NA,NA,2,All,d,43,46,-6.5
9036,20220529,NA,NA,3,All,d,54,42.5,27.1
9037,20220529,NA,NA,4,All,d,37,43,-14
9038,20220529,NA,NA,5,All,d,45,36,25
9039,20220605,S08000015,"",1,All,d,316,403.5,-21.7
9040,20220605,S08000015,"",2,All,d,248,268,-7.5
9041,20220605,S08000015,"",3,All,d,153,172.5,-11.3
9042,20220605,S08000015,"",4,All,d,116,139,-16.5
9043,20220605,S08000015,"",5,All,d,85,115,-26.1
9044,20220605,S08000016,"",1,All,d,13,25,-48
9045,20220605,S08000016,"",2,All,d,37,63.5,-41.7
9046,20220605,S08000016,"",3,All,d,75,106.5,-29.6
9047,20220605,S08000016,"",4,All,d,54,79,-31.6
9048,20220605,S08000016,"",5,All,d,10,15,-33.3
9049,20220605,S08000017,"",1,All,d,45,49,-8.2
9050,20220605,S08000017,"",2,All,d,126,116,8.6
9051,20220605,S08000017,"",3,All,d,148,152,-2.6
9052,20220605,S08000017,"",4,All,d,85,73,16.4
9053,20220605,S08000017,"",5,All,d,28,30.5,-8.2
9054,20220605,S08000019,"",1,All,d,172,203,-15.3
9055,20220605,S08000019,"",2,All,d,163,212.5,-23.3
9056,20220605,S08000019,"",3,All,d,160,213.5,-25.1
9057,20220605,S08000019,"",4,All,d,110,137,-19.7
9058,20220605,S08000019,"",5,All,d,122,127.5,-4.3
9059,20220605,S08000020,"",1,All,d,102,107,-4.7
9060,20220605,S08000020,"",2,All,d,231,262.5,-12
9061,20220605,S08000020,"",3,All,d,279,309,-9.7
9062,20220605,S08000020,"",4,All,d,336,383.5,-12.4
9063,20220605,S08000020,"",5,All,d,251,287.5,-12.7
9064,20220605,S08000022,"",1,All,d,79,105.5,-25.1
9065,20220605,S08000022,"",2,All,d,123,161,-23.6
9066,20220605,S08000022,"",3,All,d,254,277,-8.3
9067,20220605,S08000022,"",4,All,d,202,219,-7.8
9068,20220605,S08000022,"",5,All,d,53,44.5,19.1
9069,20220605,S08000024,"",1,All,d,327,364,-10.2
9070,20220605,S08000024,"",2,All,d,537,586,-8.4
9071,20220605,S08000024,"",3,All,d,354,390,-9.2
9072,20220605,S08000024,"",4,All,d,341,362.5,-5.9
9073,20220605,S08000024,"",5,All,d,464,494.5,-6.2
9074,20220605,S08000025,"",2,All,d,10,10,0
9075,20220605,S08000025,"",3,All,d,10,10.5,-4.8
9076,20220605,S08000025,"",4,All,d,15,19.5,-23.1
9077,20220605,S08000026,"",3,All,d,17,14.5,17.2
9078,20220605,S08000026,"",4,All,d,17,22.5,-24.4
9079,20220605,S08000028,"",2,All,d,10,13,-23.1
9080,20220605,S08000028,"",3,All,d,51,60.5,-15.7
9081,20220605,S08000029,"",1,All,d,240,260,-7.7
9082,20220605,S08000029,"",2,All,d,251,257.5,-2.5
9083,20220605,S08000029,"",3,All,d,179,174,2.9
9084,20220605,S08000029,"",4,All,d,119,130,-8.5
9085,20220605,S08000029,"",5,All,d,119,119.5,-0.4
9086,20220605,S08000030,"",1,All,d,242,266,-9
9087,20220605,S08000030,"",2,All,d,224,248.5,-9.9
9088,20220605,S08000030,"",3,All,d,259,235.5,10
9089,20220605,S08000030,"",4,All,d,302,300.5,0.5
9090,20220605,S08000030,"",5,All,d,210,200.5,4.7
9091,20220605,S08000031,"",1,All,d,1440,1596,-9.8
9092,20220605,S08000031,"",2,All,d,748,779,-4
9093,20220605,S08000031,"",3,All,d,549,543.5,1
9094,20220605,S08000031,"",4,All,d,458,482,-5
9095,20220605,S08000031,"",5,All,d,492,546.5,-10
9096,20220605,S08000032,"",1,All,d,420,583,-28
9097,20220605,S08000032,"",2,All,d,397,455.5,-12.8
9098,20220605,S08000032,"",3,All,d,254,284,-10.6
9099,20220605,S08000032,"",4,All,d,197,211.5,-6.9
9100,20220605,S08000032,"",5,All,d,131,138,-5.1
9101,20220605,S92000003,d,1,All,d,3445,4019,-14.3
9102,20220605,S92000003,d,2,All,d,3153,3484.5,-9.5
