_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
9103,20220605,S92000003,d,3,All,d,2793,2998,-6.8
9104,20220605,S92000003,d,4,All,d,2381,2597.5,-8.3
9105,20220605,S92000003,d,5,All,d,1993,2162,-7.8
9106,20220605,NA,NA,1,All,d,49,56,-12.5
9107,20220605,NA,NA,2,All,d,45,47,-4.3
9108,20220605,NA,NA,3,All,d,51,55,-7.3
9109,20220605,NA,NA,4,All,d,29,38,-23.7
9110,20220605,NA,NA,5,All,d,27,41,-34.1
9111,20220612,S08000015,"",1,All,d,337,443.5,-24
9112,20220612,S08000015,"",2,All,d,264,273,-3.3
9113,20220612,S08000015,"",3,All,d,189,180,5
9114,20220612,S08000015,"",4,All,d,121,127.5,-5.1
9115,20220612,S08000015,"",5,All,d,81,103.5,-21.7
9116,20220612,S08000016,"",1,All,d,15,21.5,-30.2
9117,20220612,S08000016,"",2,All,d,46,49,-6.1
9118,20220612,S08000016,"",3,All,d,79,108,-26.9
9119,20220612,S08000016,"",4,All,d,53,73.5,-27.9
9120,20220612,S08000016,"",5,All,d,12,16.5,-27.3
9121,20220612,S08000017,"",1,All,d,50,46,8.7
9122,20220612,S08000017,"",2,All,d,122,108.5,12.4
9123,20220612,S08000017,"",3,All,d,137,158,-13.3
9124,20220612,S08000017,"",4,All,d,71,57.5,23.5
9125,20220612,S08000017,"",5,All,d,31,27.5,12.7
9126,20220612,S08000019,"",1,All,d,191,199.5,-4.3
9127,20220612,S08000019,"",2,All,d,206,222,-7.2
9128,20220612,S08000019,"",3,All,d,175,217.5,-19.5
9129,20220612,S08000019,"",4,All,d,118,167.5,-29.6
9130,20220612,S08000019,"",5,All,d,129,122,5.7
9131,20220612,S08000020,"",1,All,d,89,89.5,-0.6
9132,20220612,S08000020,"",2,All,d,218,262.5,-17
9133,20220612,S08000020,"",3,All,d,279,296,-5.7
9134,20220612,S08000020,"",4,All,d,399,376.5,6
9135,20220612,S08000020,"",5,All,d,287,284,1.1
9136,20220612,S08000022,"",1,All,d,68,90,-24.4
9137,20220612,S08000022,"",2,All,d,111,144.5,-23.2
9138,20220612,S08000022,"",3,All,d,259,289.5,-10.5
9139,20220612,S08000022,"",4,All,d,176,184.5,-4.6
9140,20220612,S08000022,"",5,All,d,44,53.5,-17.8
9141,20220612,S08000024,"",1,All,d,333,355,-6.2
9142,20220612,S08000024,"",2,All,d,524,569.5,-8
9143,20220612,S08000024,"",3,All,d,339,396.5,-14.5
9144,20220612,S08000024,"",4,All,d,374,380,-1.6
9145,20220612,S08000024,"",5,All,d,466,495,-5.9
9146,20220612,S08000025,"",2,All,d,6,6.5,-7.7
9147,20220612,S08000025,"",3,All,d,7,7.5,-6.7
9148,20220612,S08000025,"",4,All,d,37,21.5,72.1
9149,20220612,S08000026,"",3,All,d,19,13.5,40.7
9150,20220612,S08000026,"",4,All,d,16,21.5,-25.6
9151,20220612,S08000028,"",2,All,d,17,8,112.5
9152,20220612,S08000028,"",3,All,d,54,59.5,-9.2
9153,20220612,S08000029,"",1,All,d,258,280.5,-8
9154,20220612,S08000029,"",2,All,d,230,224.5,2.4
9155,20220612,S08000029,"",3,All,d,174,174.5,-0.3
9156,20220612,S08000029,"",4,All,d,129,147,-12.2
9157,20220612,S08000029,"",5,All,d,133,95.5,39.3
9158,20220612,S08000030,"",1,All,d,231,266,-13.2
9159,20220612,S08000030,"",2,All,d,259,266.5,-2.8
9160,20220612,S08000030,"",3,All,d,250,264.5,-5.5
9161,20220612,S08000030,"",4,All,d,321,313.5,2.4
9162,20220612,S08000030,"",5,All,d,219,207.5,5.5
9163,20220612,S08000031,"",1,All,d,1412,1645.5,-14.2
9164,20220612,S08000031,"",2,All,d,689,820,-16
9165,20220612,S08000031,"",3,All,d,540,560,-3.6
9166,20220612,S08000031,"",4,All,d,478,484.5,-1.3
9167,20220612,S08000031,"",5,All,d,528,549,-3.8
9168,20220612,S08000032,"",1,All,d,527,542.5,-2.9
9169,20220612,S08000032,"",2,All,d,447,467.5,-4.4
9170,20220612,S08000032,"",3,All,d,261,301,-13.3
9171,20220612,S08000032,"",4,All,d,220,200.5,9.7
9172,20220612,S08000032,"",5,All,d,128,151,-15.2
9173,20220612,S92000003,d,1,All,d,3568,4038.5,-11.7
9174,20220612,S92000003,d,2,All,d,3181,3480.5,-8.6
9175,20220612,S92000003,d,3,All,d,2814,3068,-8.3
9176,20220612,S92000003,d,4,All,d,2556,2592.5,-1.4
9177,20220612,S92000003,d,5,All,d,2098,2147.5,-2.3
9178,20220612,NA,NA,1,All,d,57,58,-1.7
9179,20220612,NA,NA,2,All,d,38,50,-24
9180,20220612,NA,NA,3,All,d,52,42,23.8
9181,20220612,NA,NA,4,All,d,43,36,19.4
9182,20220612,NA,NA,5,All,d,38,41.5,-8.4
9183,20220619,S08000015,"",1,All,d,329,437,-24.7
9184,20220619,S08000015,"",2,All,d,241,281.5,-14.4
9185,20220619,S08000015,"",3,All,d,187,185,1.1
9186,20220619,S08000015,"",4,All,d,119,137,-13.1
9187,20220619,S08000015,"",5,All,d,100,130,-23.1
9188,20220619,S08000016,"",1,All,d,12,20.5,-41.5
9189,20220619,S08000016,"",2,All,d,45,62.5,-28
9190,20220619,S08000016,"",3,All,d,88,108,-18.5
9191,20220619,S08000016,"",4,All,d,59,63,-6.3
9192,20220619,S08000016,"",5,All,d,9,14,-35.7
9193,20220619,S08000017,"",1,All,d,35,47,-25.5
9194,20220619,S08000017,"",2,All,d,95,126,-24.6
9195,20220619,S08000017,"",3,All,d,162,153.5,5.5
9196,20220619,S08000017,"",4,All,d,51,68,-25
9197,20220619,S08000017,"",5,All,d,23,30.5,-24.6
9198,20220619,S08000019,"",1,All,d,173,182.5,-5.2
9199,20220619,S08000019,"",2,All,d,212,219,-3.2
9200,20220619,S08000019,"",3,All,d,167,197.5,-15.4
9201,20220619,S08000019,"",4,All,d,142,162.5,-12.6
9202,20220619,S08000019,"",5,All,d,117,119.5,-2.1
9203,20220619,S08000020,"",1,All,d,83,106.5,-22.1
9204,20220619,S08000020,"",2,All,d,211,242.5,-13
9205,20220619,S08000020,"",3,All,d,244,299.5,-18.5
9206,20220619,S08000020,"",4,All,d,361,361.5,-0.1
9207,20220619,S08000020,"",5,All,d,315,302,4.3
9208,20220619,S08000022,"",1,All,d,77,102.5,-24.9
9209,20220619,S08000022,"",2,All,d,128,159.5,-19.7
9210,20220619,S08000022,"",3,All,d,285,282,1.1
9211,20220619,S08000022,"",4,All,d,199,189,5.3
9212,20220619,S08000022,"",5,All,d,38,52,-26.9
9213,20220619,S08000024,"",1,All,d,311,358,-13.1
9214,20220619,S08000024,"",2,All,d,531,547.5,-3
9215,20220619,S08000024,"",3,All,d,366,387,-5.4
9216,20220619,S08000024,"",4,All,d,396,389,1.8
9217,20220619,S08000024,"",5,All,d,485,521,-6.9
9218,20220619,S08000025,"",2,All,d,8,3.5,128.6
9219,20220619,S08000025,"",3,All,d,7,7.5,-6.7
9220,20220619,S08000025,"",4,All,d,19,21.5,-11.6
9221,20220619,S08000026,"",3,All,d,17,23.5,-27.7
9222,20220619,S08000026,"",4,All,d,26,20.5,26.8
9223,20220619,S08000028,"",2,All,d,15,10,50
9224,20220619,S08000028,"",3,All,d,59,56,5.4
9225,20220619,S08000029,"",1,All,d,235,250.5,-6.2
9226,20220619,S08000029,"",2,All,d,236,225,4.9
9227,20220619,S08000029,"",3,All,d,189,177.5,6.5
9228,20220619,S08000029,"",4,All,d,167,152.5,9.5
9229,20220619,S08000029,"",5,All,d,127,114,11.4
9230,20220619,S08000030,"",1,All,d,253,264,-4.2
9231,20220619,S08000030,"",2,All,d,255,228.5,11.6
9232,20220619,S08000030,"",3,All,d,236,265.5,-11.1
9233,20220619,S08000030,"",4,All,d,330,318,3.8
9234,20220619,S08000030,"",5,All,d,203,199,2
9235,20220619,S08000031,"",1,All,d,1312,1650.5,-20.5
9236,20220619,S08000031,"",2,All,d,715,780.5,-8.4
9237,20220619,S08000031,"",3,All,d,498,556,-10.4
9238,20220619,S08000031,"",4,All,d,435,491.5,-11.5
9239,20220619,S08000031,"",5,All,d,514,577,-10.9
9240,20220619,S08000032,"",1,All,d,528,576.5,-8.4
9241,20220619,S08000032,"",2,All,d,402,457.5,-12.1
9242,20220619,S08000032,"",3,All,d,290,261,11.1
9243,20220619,S08000032,"",4,All,d,213,216,-1.4
9244,20220619,S08000032,"",5,All,d,133,132.5,0.4
9245,20220619,S92000003,d,1,All,d,3397,4050.5,-16.1
9246,20220619,S92000003,d,2,All,d,3138,3397,-7.6
9247,20220619,S92000003,d,3,All,d,2827,3006,-6
9248,20220619,S92000003,d,4,All,d,2542,2636.5,-3.6
9249,20220619,S92000003,d,5,All,d,2104,2232.5,-5.8
9250,20220619,NA,NA,1,All,d,49,54,-9.3
9251,20220619,NA,NA,2,All,d,42,50.5,-16.8
9252,20220619,NA,NA,3,All,d,32,46.5,-31.2
9253,20220619,NA,NA,4,All,d,24,45.5,-47.3
9254,20220619,NA,NA,5,All,d,37,37.5,-1.3
9255,20220626,S08000015,"",1,All,d,302,403.5,-25.2
9256,20220626,S08000015,"",2,All,d,231,295,-21.7
9257,20220626,S08000015,"",3,All,d,153,187.5,-18.4
9258,20220626,S08000015,"",4,All,d,122,141,-13.5
9259,20220626,S08000015,"",5,All,d,109,91,19.8
9260,20220626,S08000016,"",1,All,d,11,21,-47.6
9261,20220626,S08000016,"",2,All,d,49,47,4.3
9262,20220626,S08000016,"",3,All,d,101,100.5,0.5
9263,20220626,S08000016,"",4,All,d,56,72.5,-22.8
9264,20220626,S08000016,"",5,All,d,14,16.5,-15.2
9265,20220626,S08000017,"",1,All,d,42,48,-12.5
9266,20220626,S08000017,"",2,All,d,113,119,-5
9267,20220626,S08000017,"",3,All,d,145,170.5,-15
9268,20220626,S08000017,"",4,All,d,55,66.5,-17.3
9269,20220626,S08000017,"",5,All,d,27,30.5,-11.5
9270,20220626,S08000019,"",1,All,d,165,213.5,-22.7
9271,20220626,S08000019,"",2,All,d,217,219.5,-1.1
9272,20220626,S08000019,"",3,All,d,166,219,-24.2
9273,20220626,S08000019,"",4,All,d,134,151.5,-11.6
9274,20220626,S08000019,"",5,All,d,121,137.5,-12
9275,20220626,S08000020,"",1,All,d,99,104,-4.8
9276,20220626,S08000020,"",2,All,d,244,258,-5.4
9277,20220626,S08000020,"",3,All,d,247,293.5,-15.8
9278,20220626,S08000020,"",4,All,d,389,394.5,-1.4
9279,20220626,S08000020,"",5,All,d,279,293,-4.8
9280,20220626,S08000022,"",1,All,d,85,91,-6.6
9281,20220626,S08000022,"",2,All,d,138,149.5,-7.7
9282,20220626,S08000022,"",3,All,d,256,281.5,-9.1
9283,20220626,S08000022,"",4,All,d,230,228,0.9
9284,20220626,S08000022,"",5,All,d,53,46,15.2
9285,20220626,S08000024,"",1,All,d,319,390,-18.2
9286,20220626,S08000024,"",2,All,d,523,580,-9.8
9287,20220626,S08000024,"",3,All,d,345,407.5,-15.3
9288,20220626,S08000024,"",4,All,d,374,375,-0.3
9289,20220626,S08000024,"",5,All,d,447,518.5,-13.8
9290,20220626,S08000025,"",2,All,d,8,3,166.7
9291,20220626,S08000025,"",3,All,d,5,12,-58.3
9292,20220626,S08000025,"",4,All,d,21,27,-22.2
9293,20220626,S08000026,"",3,All,d,11,10.5,4.8
9294,20220626,S08000026,"",4,All,d,17,18,-5.6
9295,20220626,S08000028,"",2,All,d,10,14,-28.6
9296,20220626,S08000028,"",3,All,d,45,67.5,-33.3
9297,20220626,S08000029,"",1,All,d,237,236.5,0.2
9298,20220626,S08000029,"",2,All,d,220,236,-6.8
9299,20220626,S08000029,"",3,All,d,175,176.5,-0.8
9300,20220626,S08000029,"",4,All,d,153,133.5,14.6
9301,20220626,S08000029,"",5,All,d,117,116,0.9
9302,20220626,S08000030,"",1,All,d,283,266.5,6.2
9303,20220626,S08000030,"",2,All,d,224,228.5,-2
9304,20220626,S08000030,"",3,All,d,203,235,-13.6
9305,20220626,S08000030,"",4,All,d,317,301,5.3
9306,20220626,S08000030,"",5,All,d,221,191,15.7
9307,20220626,S08000031,"",1,All,d,1393,1607,-13.3
9308,20220626,S08000031,"",2,All,d,694,802.5,-13.5
9309,20220626,S08000031,"",3,All,d,545,582,-6.4
9310,20220626,S08000031,"",4,All,d,458,492,-6.9
9311,20220626,S08000031,"",5,All,d,521,562,-7.3
9312,20220626,S08000032,"",1,All,d,523,555.5,-5.9
9313,20220626,S08000032,"",2,All,d,457,479.5,-4.7
9314,20220626,S08000032,"",3,All,d,235,278,-15.5
9315,20220626,S08000032,"",4,All,d,221,220.5,0.2
9316,20220626,S08000032,"",5,All,d,141,139.5,1.1
9317,20220626,S92000003,d,1,All,d,3495,3998.5,-12.6
9318,20220626,S92000003,d,2,All,d,3162,3486.5,-9.3
9319,20220626,S92000003,d,3,All,d,2667,3066.5,-13
9320,20220626,S92000003,d,4,All,d,2578,2660.5,-3.1
9321,20220626,S92000003,d,5,All,d,2076,2179,-4.7
9322,20220626,NA,NA,1,All,d,36,61,-41
9323,20220626,NA,NA,2,All,d,34,54,-37
9324,20220626,NA,NA,3,All,d,35,45,-22.2
9325,20220626,NA,NA,4,All,d,31,39.5,-21.5
9326,20220626,NA,NA,5,All,d,25,36.5,-31.5
9327,20220703,S08000015,"",1,All,d,318,409.5,-22.3
9328,20220703,S08000015,"",2,All,d,220,273,-19.4
9329,20220703,S08000015,"",3,All,d,172,172,0
9330,20220703,S08000015,"",4,All,d,136,130.5,4.2
9331,20220703,S08000015,"",5,All,d,89,108.5,-18
9332,20220703,S08000016,"",1,All,d,10,19,-47.4
9333,20220703,S08000016,"",2,All,d,23,48,-52.1
9334,20220703,S08000016,"",3,All,d,80,102,-21.6
9335,20220703,S08000016,"",4,All,d,52,72.5,-28.3
9336,20220703,S08000016,"",5,All,d,14,12.5,12
9337,20220703,S08000017,"",1,All,d,34,45.5,-25.3
9338,20220703,S08000017,"",2,All,d,109,116.5,-6.4
9339,20220703,S08000017,"",3,All,d,138,166,-16.9
9340,20220703,S08000017,"",4,All,d,51,70,-27.1
9341,20220703,S08000017,"",5,All,d,32,30,6.7
9342,20220703,S08000019,"",1,All,d,187,205,-8.8
9343,20220703,S08000019,"",2,All,d,170,222.5,-23.6
9344,20220703,S08000019,"",3,All,d,147,205,-28.3
9345,20220703,S08000019,"",4,All,d,102,151,-32.5
9346,20220703,S08000019,"",5,All,d,115,126.5,-9.1
9347,20220703,S08000020,"",1,All,d,88,112,-21.4
9348,20220703,S08000020,"",2,All,d,217,274.5,-20.9
9349,20220703,S08000020,"",3,All,d,288,302.5,-4.8
9350,20220703,S08000020,"",4,All,d,354,373.5,-5.2
9351,20220703,S08000020,"",5,All,d,301,283.5,6.2
9352,20220703,S08000022,"",1,All,d,79,101.5,-22.2
9353,20220703,S08000022,"",2,All,d,150,154,-2.6
9354,20220703,S08000022,"",3,All,d,258,247,4.5
9355,20220703,S08000022,"",4,All,d,190,207,-8.2
9356,20220703,S08000022,"",5,All,d,52,50.5,3
9357,20220703,S08000024,"",1,All,d,323,352,-8.2
9358,20220703,S08000024,"",2,All,d,448,569,-21.3
9359,20220703,S08000024,"",3,All,d,341,398,-14.3
9360,20220703,S08000024,"",4,All,d,312,357.5,-12.7
9361,20220703,S08000024,"",5,All,d,439,515.5,-14.8
9362,20220703,S08000025,"",2,All,d,9,9.5,-5.3
9363,20220703,S08000025,"",3,All,d,5,8,-37.5
9364,20220703,S08000025,"",4,All,d,24,22,9.1
9365,20220703,S08000026,"",3,All,d,12,14.5,-17.2
9366,20220703,S08000026,"",4,All,d,15,15.5,-3.2
9367,20220703,S08000028,"",2,All,d,15,15.5,-3.2
9368,20220703,S08000028,"",3,All,d,62,63.5,-2.4
9369,20220703,S08000029,"",1,All,d,224,245.5,-8.8
9370,20220703,S08000029,"",2,All,d,228,226,0.9
9371,20220703,S08000029,"",3,All,d,158,182.5,-13.4
9372,20220703,S08000029,"",4,All,d,154,150.5,2.3
9373,20220703,S08000029,"",5,All,d,116,109,6.4
9374,20220703,S08000030,"",1,All,d,258,244,5.7
9375,20220703,S08000030,"",2,All,d,222,242,-8.3
9376,20220703,S08000030,"",3,All,d,226,238.5,-5.2
9377,20220703,S08000030,"",4,All,d,306,304.5,0.5
9378,20220703,S08000030,"",5,All,d,213,221,-3.6
9379,20220703,S08000031,"",1,All,d,1240,1618.5,-23.4
9380,20220703,S08000031,"",2,All,d,631,825,-23.5
9381,20220703,S08000031,"",3,All,d,545,560,-2.7
9382,20220703,S08000031,"",4,All,d,445,527.5,-15.6
9383,20220703,S08000031,"",5,All,d,513,562,-8.7
9384,20220703,S08000032,"",1,All,d,502,573,-12.4
9385,20220703,S08000032,"",2,All,d,423,474,-10.8
9386,20220703,S08000032,"",3,All,d,249,272.5,-8.6
9387,20220703,S08000032,"",4,All,d,191,208.5,-8.4
9388,20220703,S08000032,"",5,All,d,114,143,-20.3
9389,20220703,S92000003,d,1,All,d,3317,3978,-16.6
9390,20220703,S92000003,d,2,All,d,2907,3498,-16.9
9391,20220703,S92000003,d,3,All,d,2719,2978.5,-8.7
9392,20220703,S92000003,d,4,All,d,2364,2632,-10.2
9393,20220703,S92000003,d,5,All,d,2035,2204.5,-7.7
9394,20220703,NA,NA,1,All,d,50,51.5,-2.9
9395,20220703,NA,NA,2,All,d,42,45.5,-7.7
9396,20220703,NA,NA,3,All,d,38,46.5,-18.3
9397,20220703,NA,NA,4,All,d,31,40.5,-23.5
9398,20220703,NA,NA,5,All,d,37,40,-7.5
9399,20220710,S08000015,"",1,All,d,332,407,-18.4
9400,20220710,S08000015,"",2,All,d,192,280.5,-31.6
9401,20220710,S08000015,"",3,All,d,157,176.5,-11
9402,20220710,S08000015,"",4,All,d,97,120,-19.2
9403,20220710,S08000015,"",5,All,d,95,100,-5
9404,20220710,S08000016,"",1,All,d,12,21.5,-44.2
9405,20220710,S08000016,"",2,All,d,41,62,-33.9
9406,20220710,S08000016,"",3,All,d,66,99,-33.3
9407,20220710,S08000016,"",4,All,d,56,53.5,4.7
9408,20220710,S08000016,"",5,All,d,10,23,-56.5
9409,20220710,S08000017,"",1,All,d,44,43,2.3
9410,20220710,S08000017,"",2,All,d,80,120.5,-33.6
9411,20220710,S08000017,"",3,All,d,119,146,-18.5
9412,20220710,S08000017,"",4,All,d,50,55,-9.1
9413,20220710,S08000017,"",5,All,d,32,27.5,16.4
9414,20220710,S08000019,"",1,All,d,179,201,-10.9
9415,20220710,S08000019,"",2,All,d,165,256,-35.5
9416,20220710,S08000019,"",3,All,d,182,186,-2.2
9417,20220710,S08000019,"",4,All,d,136,155,-12.3
9418,20220710,S08000019,"",5,All,d,109,128.5,-15.2
9419,20220710,S08000020,"",1,All,d,87,98,-11.2
9420,20220710,S08000020,"",2,All,d,203,265,-23.4
9421,20220710,S08000020,"",3,All,d,264,288.5,-8.5
9422,20220710,S08000020,"",4,All,d,339,352.5,-3.8
9423,20220710,S08000020,"",5,All,d,277,291.5,-5
9424,20220710,S08000022,"",1,All,d,83,98.5,-15.7
9425,20220710,S08000022,"",2,All,d,146,147.5,-1
9426,20220710,S08000022,"",3,All,d,287,269.5,6.5
9427,20220710,S08000022,"",4,All,d,160,185.5,-13.7
9428,20220710,S08000022,"",5,All,d,55,54,1.9
9429,20220710,S08000024,"",1,All,d,285,343,-16.9
9430,20220710,S08000024,"",2,All,d,460,573,-19.7
9431,20220710,S08000024,"",3,All,d,341,376.5,-9.4
9432,20220710,S08000024,"",4,All,d,314,362,-13.3
9433,20220710,S08000024,"",5,All,d,419,471,-11
9434,20220710,S08000025,"",2,All,d,5,8,-37.5
9435,20220710,S08000025,"",3,All,d,7,10,-30
9436,20220710,S08000025,"",4,All,d,19,16,18.8
9437,20220710,S08000026,"",3,All,d,9,19.5,-53.8
9438,20220710,S08000026,"",4,All,d,22,19.5,12.8
9439,20220710,S08000028,"",2,All,d,5,9.5,-47.4
9440,20220710,S08000028,"",3,All,d,65,66.5,-2.3
9441,20220710,S08000029,"",1,All,d,241,238,1.3
9442,20220710,S08000029,"",2,All,d,215,231,-6.9
9443,20220710,S08000029,"",3,All,d,150,161,-6.8
9444,20220710,S08000029,"",4,All,d,136,130.5,4.2
9445,20220710,S08000029,"",5,All,d,124,100,24
9446,20220710,S08000030,"",1,All,d,233,244.5,-4.7
9447,20220710,S08000030,"",2,All,d,207,255,-18.8
9448,20220710,S08000030,"",3,All,d,253,222,14
9449,20220710,S08000030,"",4,All,d,282,274.5,2.7
9450,20220710,S08000030,"",5,All,d,171,186.5,-8.3
9451,20220710,S08000031,"",1,All,d,1317,1662,-20.8
9452,20220710,S08000031,"",2,All,d,662,775.5,-14.6
9453,20220710,S08000031,"",3,All,d,486,555,-12.4
9454,20220710,S08000031,"",4,All,d,422,473.5,-10.9
9455,20220710,S08000031,"",5,All,d,471,523,-9.9
9456,20220710,S08000032,"",1,All,d,440,551.5,-20.2
9457,20220710,S08000032,"",2,All,d,428,485.5,-11.8
9458,20220710,S08000032,"",3,All,d,262,278.5,-5.9
9459,20220710,S08000032,"",4,All,d,176,213.5,-17.6
9460,20220710,S08000032,"",5,All,d,114,152.5,-25.2
9461,20220710,S92000003,d,1,All,d,3293,3962.5,-16.9
9462,20220710,S92000003,d,2,All,d,2854,3510.5,-18.7
9463,20220710,S92000003,d,3,All,d,2684,2896.5,-7.3
9464,20220710,S92000003,d,4,All,d,2245,2444,-8.1
9465,20220710,S92000003,d,5,All,d,1905,2089,-8.8
9466,20220710,NA,NA,1,All,d,40,52.5,-23.8
9467,20220710,NA,NA,2,All,d,44,39.5,11.4
9468,20220710,NA,NA,3,All,d,36,42,-14.3
9469,20220710,NA,NA,4,All,d,35,32,9.4
9470,20220710,NA,NA,5,All,d,28,30.5,-8.2
9471,20220717,S08000015,"",1,All,d,299,390,-23.3
9472,20220717,S08000015,"",2,All,d,218,259,-15.8
9473,20220717,S08000015,"",3,All,d,166,178.5,-7
9474,20220717,S08000015,"",4,All,d,108,119.5,-9.6
9475,20220717,S08000015,"",5,All,d,80,101.5,-21.2
9476,20220717,S08000016,"",1,All,d,14,24.5,-42.9
9477,20220717,S08000016,"",2,All,d,44,54.5,-19.3
9478,20220717,S08000016,"",3,All,d,65,87,-25.3
9479,20220717,S08000016,"",4,All,d,50,64.5,-22.5
9480,20220717,S08000016,"",5,All,d,15,20,-25
9481,20220717,S08000017,"",1,All,d,41,45.5,-9.9
9482,20220717,S08000017,"",2,All,d,112,115,-2.6
9483,20220717,S08000017,"",3,All,d,138,157.5,-12.4
9484,20220717,S08000017,"",4,All,d,52,60,-13.3
9485,20220717,S08000017,"",5,All,d,24,24,0
9486,20220717,S08000019,"",1,All,d,147,220.5,-33.3
9487,20220717,S08000019,"",2,All,d,206,217,-5.1
9488,20220717,S08000019,"",3,All,d,134,197,-32
9489,20220717,S08000019,"",4,All,d,117,157,-25.5
9490,20220717,S08000019,"",5,All,d,121,124.5,-2.8
9491,20220717,S08000020,"",1,All,d,99,112.5,-12
9492,20220717,S08000020,"",2,All,d,226,267.5,-15.5
9493,20220717,S08000020,"",3,All,d,255,290.5,-12.2
9494,20220717,S08000020,"",4,All,d,315,325,-3.1
9495,20220717,S08000020,"",5,All,d,269,274.5,-2
9496,20220717,S08000022,"",1,All,d,89,103,-13.6
9497,20220717,S08000022,"",2,All,d,102,159.5,-36.1
9498,20220717,S08000022,"",3,All,d,253,258,-1.9
9499,20220717,S08000022,"",4,All,d,175,193,-9.3
9500,20220717,S08000022,"",5,All,d,48,46.5,3.2
9501,20220717,S08000024,"",1,All,d,295,358.5,-17.7
9502,20220717,S08000024,"",2,All,d,438,560.5,-21.9
9503,20220717,S08000024,"",3,All,d,310,380,-18.4
9504,20220717,S08000024,"",4,All,d,334,355,-5.9
9505,20220717,S08000024,"",5,All,d,426,474.5,-10.2
9506,20220717,S08000025,"",2,All,d,6,7,-14.3
9507,20220717,S08000025,"",3,All,d,10,7,42.9
9508,20220717,S08000025,"",4,All,d,16,21,-23.8
9509,20220717,S08000026,"",2,All,d,8,4.5,77.8
9510,20220717,S08000026,"",3,All,d,23,17.5,31.4
9511,20220717,S08000026,"",4,All,d,19,13.5,40.7
9512,20220717,S08000028,"",2,All,d,20,12.5,60
9513,20220717,S08000028,"",3,All,d,59,57,3.5
9514,20220717,S08000029,"",1,All,d,232,253.5,-8.5
9515,20220717,S08000029,"",2,All,d,212,226,-6.2
9516,20220717,S08000029,"",3,All,d,150,175,-14.3
9517,20220717,S08000029,"",4,All,d,140,136.5,2.6
9518,20220717,S08000029,"",5,All,d,112,111,0.9
9519,20220717,S08000030,"",1,All,d,239,258.5,-7.5
9520,20220717,S08000030,"",2,All,d,209,237.5,-12
9521,20220717,S08000030,"",3,All,d,215,211,1.9
9522,20220717,S08000030,"",4,All,d,298,261,14.2
9523,20220717,S08000030,"",5,All,d,205,174,17.8
9524,20220717,S08000031,"",1,All,d,1294,1642,-21.2
9525,20220717,S08000031,"",2,All,d,659,756,-12.8
9526,20220717,S08000031,"",3,All,d,534,529.5,0.8
9527,20220717,S08000031,"",4,All,d,441,487.5,-9.5
9528,20220717,S08000031,"",5,All,d,500,546.5,-8.5
9529,20220717,S08000032,"",1,All,d,469,573.5,-18.2
9530,20220717,S08000032,"",2,All,d,411,450,-8.7
9531,20220717,S08000032,"",3,All,d,251,273,-8.1
9532,20220717,S08000032,"",4,All,d,201,195,3.1
9533,20220717,S08000032,"",5,All,d,117,141.5,-17.3
9534,20220717,S92000003,d,1,All,d,3265,4036.5,-19.1
9535,20220717,S92000003,d,2,All,d,2907,3372,-13.8
9536,20220717,S92000003,d,3,All,d,2601,2864,-9.2
9537,20220717,S92000003,d,4,All,d,2305,2430.5,-5.2
9538,20220717,S92000003,d,5,All,d,1949,2075,-6.1
9539,20220717,NA,NA,1,All,d,46,54.5,-15.6
9540,20220717,NA,NA,2,All,d,36,45.5,-20.9
9541,20220717,NA,NA,3,All,d,38,45.5,-16.5
9542,20220717,NA,NA,4,All,d,35,41,-14.6
9543,20220717,NA,NA,5,All,d,29,34,-14.7
9544,20220724,S08000015,"",1,All,d,308,392.5,-21.5
9545,20220724,S08000015,"",2,All,d,205,243,-15.6
9546,20220724,S08000015,"",3,All,d,161,165.5,-2.7
9547,20220724,S08000015,"",4,All,d,126,124.5,1.2
9548,20220724,S08000015,"",5,All,d,100,105,-4.8
9549,20220724,S08000016,"",1,All,d,15,14.5,3.4
9550,20220724,S08000016,"",2,All,d,46,46.5,-1.1
9551,20220724,S08000016,"",3,All,d,81,101.5,-20.2
9552,20220724,S08000016,"",4,All,d,42,72,-41.7
9553,20220724,S08000016,"",5,All,d,10,15,-33.3
9554,20220724,S08000017,"",1,All,d,42,49.5,-15.2
9555,20220724,S08000017,"",2,All,d,106,121.5,-12.8
9556,20220724,S08000017,"",3,All,d,150,143.5,4.5
9557,20220724,S08000017,"",4,All,d,49,70.5,-30.5
9558,20220724,S08000017,"",5,All,d,34,25.5,33.3
9559,20220724,S08000019,"",1,All,d,161,207,-22.2
9560,20220724,S08000019,"",2,All,d,156,216,-27.8
9561,20220724,S08000019,"",3,All,d,166,205,-19
9562,20220724,S08000019,"",4,All,d,131,149,-12.1
9563,20220724,S08000019,"",5,All,d,101,124,-18.5
9564,20220724,S08000020,"",1,All,d,89,100,-11
9565,20220724,S08000020,"",2,All,d,227,243.5,-6.8
9566,20220724,S08000020,"",3,All,d,255,278,-8.3
9567,20220724,S08000020,"",4,All,d,321,347.5,-7.6
9568,20220724,S08000020,"",5,All,d,274,283.5,-3.4
9569,20220724,S08000022,"",1,All,d,86,98.5,-12.7
