_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AppointmentType,AppointmentTypeQF,Appointments,AppointmentsQF,Rate,RateQF
1973,2022Q1,"",RA2701,"",RA2701,"",New,"",15,"", ,z
1974,2022Q2,p,RA2701,"",RA2701,"",New,"",10,"", ,z
1975,2017Q2,"",RA2703,"",RA2703,"",DNA,"",5,"",6.49350649350649,""
1976,2017Q3,"",RA2703,"",RA2703,"",DNA,"",10,"",7.8125,""
1977,2017Q4,"",RA2703,"",RA2703,"",DNA,"",10,"",17.5438596491228,""
1978,2018Q1,"",RA2703,"",RA2703,"",DNA,"",5,"",11.9047619047619,""
1979,2018Q2,"",RA2703,"",RA2703,"",DNA,"",5,"",6.41025641025641,""
1980,2018Q3,"",RA2703,"",RA2703,"",DNA,"",5,"",4,""
1981,2018Q4,"",RA2703,"",RA2703,"",DNA,"",5,"",8.62068965517241,""
1982,2019Q1,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1983,2019Q2,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1984,2019Q3,"",RA2703,"",RA2703,"",DNA,"",5,"",4.42477876106195,""
1985,2019Q4,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1986,2020Q1,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1987,2020Q2,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1988,2020Q3,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1989,2020Q4,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1990,2021Q1,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1991,2021Q2,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1992,2021Q3,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1993,2021Q4,"",RA2703,"",RA2703,"",DNA,"",0,"",0,""
1994,2022Q1,"",RA2703,"",RA2703,"",DNA,"",5,"",22.7272727272727,""
1995,2022Q2,p,RA2703,"",RA2703,"",DNA,"",5,"",7.69230769230769,""
1996,2017Q2,"",RA2703,"",RA2703,"",New,"",73,"", ,z
1997,2017Q3,"",RA2703,"",RA2703,"",New,"",120,"", ,z
1998,2017Q4,"",RA2703,"",RA2703,"",New,"",48,"", ,z
1999,2018Q1,"",RA2703,"",RA2703,"",New,"",36,"", ,z
2000,2018Q2,"",RA2703,"",RA2703,"",New,"",75,"", ,z
2001,2018Q3,"",RA2703,"",RA2703,"",New,"",119,"", ,z
2002,2018Q4,"",RA2703,"",RA2703,"",New,"",53,"", ,z
2003,2019Q1,"",RA2703,"",RA2703,"",New,"",37,"", ,z
2004,2019Q2,"",RA2703,"",RA2703,"",New,"",80,"", ,z
2005,2019Q3,"",RA2703,"",RA2703,"",New,"",107,"", ,z
2006,2019Q4,"",RA2703,"",RA2703,"",New,"",47,"", ,z
2007,2020Q1,"",RA2703,"",RA2703,"",New,"",30,"", ,z
2008,2020Q2,"",RA2703,"",RA2703,"",New,"",20,"", ,z
2009,2020Q3,"",RA2703,"",RA2703,"",New,"",15,"", ,z
2010,2020Q4,"",RA2703,"",RA2703,"",New,"",15,"", ,z
2011,2021Q1,"",RA2703,"",RA2703,"",New,"",10,"", ,z
2012,2021Q2,"",RA2703,"",RA2703,"",New,"",10,"", ,z
2013,2021Q3,"",RA2703,"",RA2703,"",New,"",20,"", ,z
2014,2021Q4,"",RA2703,"",RA2703,"",New,"",15,"", ,z
2015,2022Q1,"",RA2703,"",RA2703,"",New,"",19,"", ,z
2016,2022Q2,p,RA2703,"",RA2703,"",New,"",60,"", ,z
2017,2017Q2,"",RA2702,"",RA2702,"",DNA,"",48,"",9.23076923076923,""
2018,2017Q3,"",RA2702,"",RA2702,"",DNA,"",58,"",9.40032414910859,""
2019,2017Q4,"",RA2702,"",RA2702,"",DNA,"",29,"",6.54627539503386,""
2020,2018Q1,"",RA2702,"",RA2702,"",DNA,"",29,"",6.95443645083933,""
2021,2018Q2,"",RA2702,"",RA2702,"",DNA,"",43,"",8.99581589958159,""
2022,2018Q3,"",RA2702,"",RA2702,"",DNA,"",33,"",6.26185958254269,""
2023,2018Q4,"",RA2702,"",RA2702,"",DNA,"",25,"",5.99520383693046,""
2024,2019Q1,"",RA2702,"",RA2702,"",DNA,"",24,"",5.91133004926108,""
2025,2019Q2,"",RA2702,"",RA2702,"",DNA,"",32,"",8.12182741116751,""
2026,2019Q3,"",RA2702,"",RA2702,"",DNA,"",22,"",4.54545454545455,""
2027,2019Q4,"",RA2702,"",RA2702,"",DNA,"",29,"",7.69230769230769,""
2028,2020Q1,"",RA2702,"",RA2702,"",DNA,"",25,"",8.33333333333333,""
2029,2020Q2,"",RA2702,"",RA2702,"",DNA,"",12,"",7.54716981132075,""
2030,2020Q3,"",RA2702,"",RA2702,"",DNA,"",17,"",5.5921052631579,""
2031,2020Q4,"",RA2702,"",RA2702,"",DNA,"",23,"",9.58333333333333,""
2032,2021Q1,"",RA2702,"",RA2702,"",DNA,"",31,"",13.5964912280702,""
2033,2021Q2,"",RA2702,"",RA2702,"",DNA,"",19,"",6.10932475884244,""
2034,2021Q3,"",RA2702,"",RA2702,"",DNA,"",34,"",7.70975056689342,""
2035,2021Q4,"",RA2702,"",RA2702,"",DNA,"",34,"",10,""
2036,2022Q1,"",RA2702,"",RA2702,"",DNA,"",25,"",8.74125874125874,""
2037,2022Q2,p,RA2702,"",RA2702,"",DNA,"",39,"",10.4,""
2038,2017Q2,"",RA2702,"",RA2702,"",New,"",472,"", ,z
2039,2017Q3,"",RA2702,"",RA2702,"",New,"",559,"", ,z
2040,2017Q4,"",RA2702,"",RA2702,"",New,"",414,"", ,z
2041,2018Q1,"",RA2702,"",RA2702,"",New,"",388,"", ,z
2042,2018Q2,"",RA2702,"",RA2702,"",New,"",435,"", ,z
2043,2018Q3,"",RA2702,"",RA2702,"",New,"",494,"", ,z
2044,2018Q4,"",RA2702,"",RA2702,"",New,"",392,"", ,z
2045,2019Q1,"",RA2702,"",RA2702,"",New,"",382,"", ,z
2046,2019Q2,"",RA2702,"",RA2702,"",New,"",362,"", ,z
2047,2019Q3,"",RA2702,"",RA2702,"",New,"",462,"", ,z
2048,2019Q4,"",RA2702,"",RA2702,"",New,"",348,"", ,z
2049,2020Q1,"",RA2702,"",RA2702,"",New,"",275,"", ,z
2050,2020Q2,"",RA2702,"",RA2702,"",New,"",147,"", ,z
2051,2020Q3,"",RA2702,"",RA2702,"",New,"",287,"", ,z
2052,2020Q4,"",RA2702,"",RA2702,"",New,"",217,"", ,z
2053,2021Q1,"",RA2702,"",RA2702,"",New,"",197,"", ,z
2054,2021Q2,"",RA2702,"",RA2702,"",New,"",292,"", ,z
2055,2021Q3,"",RA2702,"",RA2702,"",New,"",407,"", ,z
2056,2021Q4,"",RA2702,"",RA2702,"",New,"",306,"", ,z
2057,2022Q1,"",RA2702,"",RA2702,"",New,"",261,"", ,z
2058,2022Q2,p,RA2702,"",RA2702,"",New,"",336,"", ,z
2059,2017Q2,"",S92000003,d,S92000003,d,DNA,"",36078,"",9.35603663786397,""
2060,2017Q3,"",S92000003,d,S92000003,d,DNA,"",38027,"",9.80656108889009,""
2061,2017Q4,"",S92000003,d,S92000003,d,DNA,"",38321,"",9.47624817626549,""
2062,2018Q1,"",S92000003,d,S92000003,d,DNA,"",37291,"",9.29715956828829,""
2063,2018Q2,"",S92000003,d,S92000003,d,DNA,"",34793,"",8.63622034735512,""
2064,2018Q3,"",S92000003,d,S92000003,d,DNA,"",33895,"",8.75550205616747,""
2065,2018Q4,"",S92000003,d,S92000003,d,DNA,"",33648,"",8.46409651404394,""
2066,2019Q1,"",S92000003,d,S92000003,d,DNA,"",31650,"",7.83598163929231,""
2067,2019Q2,"",S92000003,d,S92000003,d,DNA,"",32080,"",8.24740147723095,""
2068,2019Q3,"",S92000003,d,S92000003,d,DNA,"",32794,"",8.28842945963706,""
2069,2019Q4,"",S92000003,d,S92000003,d,DNA,"",33629,"",8.3358120903854,""
2070,2020Q1,"",S92000003,d,S92000003,d,DNA,"",29698,"",8.08925473062602,""
2071,2020Q2,"",S92000003,d,S92000003,d,DNA,"",9280,"",6.23396165576171,""
2072,2020Q3,"",S92000003,d,S92000003,d,DNA,"",16742,"",7.55805554552349,""
2073,2020Q4,"",S92000003,d,S92000003,d,DNA,"",23918,"",8.58362013587083,""
2074,2021Q1,"",S92000003,d,S92000003,d,DNA,"",23776,"",8.11500812319959,""
2075,2021Q2,"",S92000003,d,S92000003,d,DNA,"",25281,"",7.97291586509654,""
2076,2021Q3,"",S92000003,d,S92000003,d,DNA,"",28348,"",8.76198483003332,""
2077,2021Q4,"",S92000003,d,S92000003,d,DNA,"",31308,"",9.21444149147514,""
2078,2022Q1,"",S92000003,d,S92000003,d,DNA,"",29169,"",8.525282992398,""
2079,2022Q2,p,S92000003,d,S92000003,d,DNA,"",28426,"",8.52479074886565,""
2080,2017Q2,"",S92000003,d,S92000003,d,New,"",349534,"", ,z
2081,2017Q3,"",S92000003,d,S92000003,d,New,"",349744,"", ,z
2082,2017Q4,"",S92000003,d,S92000003,d,New,"",366069,"", ,z
2083,2018Q1,"",S92000003,d,S92000003,d,New,"",363810,"", ,z
2084,2018Q2,"",S92000003,d,S92000003,d,New,"",368080,"", ,z
2085,2018Q3,"",S92000003,d,S92000003,d,New,"",353233,"", ,z
2086,2018Q4,"",S92000003,d,S92000003,d,New,"",363890,"", ,z
2087,2019Q1,"",S92000003,d,S92000003,d,New,"",372256,"", ,z
2088,2019Q2,"",S92000003,d,S92000003,d,New,"",356891,"", ,z
2089,2019Q3,"",S92000003,d,S92000003,d,New,"",362866,"", ,z
2090,2019Q4,"",S92000003,d,S92000003,d,New,"",369799,"", ,z
2091,2020Q1,"",S92000003,d,S92000003,d,New,"",337431,"", ,z
2092,2020Q2,"",S92000003,d,S92000003,d,New,"",139582,"", ,z
2093,2020Q3,"",S92000003,d,S92000003,d,New,"",204770,"", ,z
2094,2020Q4,"",S92000003,d,S92000003,d,New,"",254729,"", ,z
2095,2021Q1,"",S92000003,d,S92000003,d,New,"",269212,"", ,z
2096,2021Q2,"",S92000003,d,S92000003,d,New,"",291805,"", ,z
2097,2021Q3,"",S92000003,d,S92000003,d,New,"",295186,"", ,z
2098,2021Q4,"",S92000003,d,S92000003,d,New,"",308463,"", ,z
2099,2022Q1,"",S92000003,d,S92000003,d,New,"",312978,"", ,z
2100,2022Q2,p,S92000003,d,S92000003,d,New,"",305025,"", ,z
2101,2017Q2,"",RA2704,"",RA2704,"",DNA,"",66,"",9.06593406593407,""
2102,2017Q3,"",RA2704,"",RA2704,"",DNA,"",80,"",10.1910828025478,""
2103,2017Q4,"",RA2704,"",RA2704,"",DNA,"",71,"",8.34312573443008,""
2104,2018Q1,"",RA2704,"",RA2704,"",DNA,"",74,"",8.79904875148632,""
2105,2018Q2,"",RA2704,"",RA2704,"",DNA,"",67,"",7.18884120171674,""
2106,2018Q3,"",RA2704,"",RA2704,"",DNA,"",60,"",7.84313725490196,""
2107,2018Q4,"",RA2704,"",RA2704,"",DNA,"",64,"",7.43321718931475,""
2108,2019Q1,"",RA2704,"",RA2704,"",DNA,"",66,"",7.55148741418764,""
2109,2019Q2,"",RA2704,"",RA2704,"",DNA,"",62,"",7.34597156398104,""
2110,2019Q3,"",RA2704,"",RA2704,"",DNA,"",65,"",7.19822812846069,""
2111,2019Q4,"",RA2704,"",RA2704,"",DNA,"",57,"",6.0702875399361,""
2112,2020Q1,"",RA2704,"",RA2704,"",DNA,"",61,"",7.69230769230769,""
2113,2020Q2,"",RA2704,"",RA2704,"",DNA,"",28,"",8.77742946708464,""
2114,2020Q3,"",RA2704,"",RA2704,"",DNA,"",26,"",6.63265306122449,""
2115,2020Q4,"",RA2704,"",RA2704,"",DNA,"",38,"",7.52475247524752,""
2116,2021Q1,"",RA2704,"",RA2704,"",DNA,"",34,"",6.60194174757282,""
2117,2021Q2,"",RA2704,"",RA2704,"",DNA,"",57,"",7.7762619372442,""
2118,2021Q3,"",RA2704,"",RA2704,"",DNA,"",43,"",6.73981191222571,""
2119,2021Q4,"",RA2704,"",RA2704,"",DNA,"",73,"",10.124826629681,""
2120,2022Q1,"",RA2704,"",RA2704,"",DNA,"",52,"",7.3758865248227,""
2121,2022Q2,p,RA2704,"",RA2704,"",DNA,"",65,"",8.74831763122476,""
2122,2017Q2,"",RA2704,"",RA2704,"",New,"",662,"", ,z
2123,2017Q3,"",RA2704,"",RA2704,"",New,"",705,"", ,z
2124,2017Q4,"",RA2704,"",RA2704,"",New,"",780,"", ,z
2125,2018Q1,"",RA2704,"",RA2704,"",New,"",767,"", ,z
2126,2018Q2,"",RA2704,"",RA2704,"",New,"",865,"", ,z
2127,2018Q3,"",RA2704,"",RA2704,"",New,"",705,"", ,z
2128,2018Q4,"",RA2704,"",RA2704,"",New,"",797,"", ,z
2129,2019Q1,"",RA2704,"",RA2704,"",New,"",808,"", ,z
2130,2019Q2,"",RA2704,"",RA2704,"",New,"",782,"", ,z
2131,2019Q3,"",RA2704,"",RA2704,"",New,"",838,"", ,z
2132,2019Q4,"",RA2704,"",RA2704,"",New,"",882,"", ,z
2133,2020Q1,"",RA2704,"",RA2704,"",New,"",732,"", ,z
2134,2020Q2,"",RA2704,"",RA2704,"",New,"",291,"", ,z
2135,2020Q3,"",RA2704,"",RA2704,"",New,"",366,"", ,z
2136,2020Q4,"",RA2704,"",RA2704,"",New,"",467,"", ,z
2137,2021Q1,"",RA2704,"",RA2704,"",New,"",481,"", ,z
2138,2021Q2,"",RA2704,"",RA2704,"",New,"",676,"", ,z
2139,2021Q3,"",RA2704,"",RA2704,"",New,"",595,"", ,z
2140,2021Q4,"",RA2704,"",RA2704,"",New,"",648,"", ,z
2141,2022Q1,"",RA2704,"",RA2704,"",New,"",653,"", ,z
2142,2022Q2,p,RA2704,"",RA2704,"",New,"",678,"", ,z
